date,window,score
1976-10-14,full,66.89
1976-10-14,rolling20y,67.41
1976-10-15,full,66.92
1976-10-15,rolling20y,67.44
1976-10-18,full,66.06
1976-10-18,rolling20y,66.26
1976-10-19,full,66.14
1976-10-19,rolling20y,66.39
1976-10-20,full,65.74
1976-10-20,rolling20y,65.8
1976-10-21,full,67.36
1976-10-21,rolling20y,68.03
1976-10-22,full,68.5
1976-10-22,rolling20y,69.44
1976-10-25,full,68.38
1976-10-25,rolling20y,69.3
1976-10-26,full,67.02
1976-10-26,rolling20y,67.58
1976-10-27,full,65.88
1976-10-27,rolling20y,65.98
1976-10-28,full,66.17
1976-10-28,rolling20y,66.41
1976-10-29,full,64.19
1976-10-29,rolling20y,64.11
1976-11-01,full,65.54
1976-11-01,rolling20y,65.47
1976-11-02,full,65.54
1976-11-02,rolling20y,65.47
1976-11-03,full,67.44
1976-11-03,rolling20y,67.49
1976-11-04,full,66.75
1976-11-04,rolling20y,66.69
1976-11-05,full,69.26
1976-11-05,rolling20y,70.01
1976-11-08,full,70.96
1976-11-08,rolling20y,71.98
1976-11-09,full,71.33
1976-11-09,rolling20y,72.4
1976-11-10,full,72.14
1976-11-10,rolling20y,73.14
1976-11-11,full,70.92
1976-11-11,rolling20y,71.93
1976-11-12,full,71.45
1976-11-12,rolling20y,72.52
1976-11-15,full,70.51
1976-11-15,rolling20y,71.56
1976-11-16,full,70.3
1976-11-16,rolling20y,71.3
1976-11-17,full,69.5
1976-11-17,rolling20y,70.26
1976-11-18,full,67.51
1976-11-18,rolling20y,67.63
1976-11-19,full,67.47
1976-11-19,rolling20y,67.59
1976-11-22,full,66.45
1976-11-22,rolling20y,66.38
1976-11-23,full,67.45
1976-11-23,rolling20y,67.53
1976-11-24,full,66.81
1976-11-24,rolling20y,66.79
1976-11-25,full,66.81
1976-11-25,rolling20y,66.79
1976-11-26,full,65.6
1976-11-26,rolling20y,65.58
1976-11-29,full,66.79
1976-11-29,rolling20y,66.8
1976-11-30,full,67.31
1976-11-30,rolling20y,67.39
1976-12-01,full,65.72
1976-12-01,rolling20y,65.71
1976-12-02,full,66.29
1976-12-02,rolling20y,66.38
1976-12-03,full,65.29
1976-12-03,rolling20y,65.28
1976-12-06,full,63.94
1976-12-06,rolling20y,64.05
1976-12-07,full,64.1
1976-12-07,rolling20y,64.16
1976-12-08,full,63.05
1976-12-08,rolling20y,63.28
1976-12-09,full,62.11
1976-12-09,rolling20y,62.29
1976-12-10,full,61.7
1976-12-10,rolling20y,61.77
1976-12-13,full,61.92
1976-12-13,rolling20y,62.04
1976-12-14,full,60.96
1976-12-14,rolling20y,60.78
1976-12-15,full,60.88
1976-12-15,rolling20y,60.7
1976-12-16,full,61.7
1976-12-16,rolling20y,61.79
1976-12-17,full,63.01
1976-12-17,rolling20y,63.3
1976-12-20,full,64.16
1976-12-20,rolling20y,64.25
1976-12-21,full,63.2
1976-12-21,rolling20y,63.51
1976-12-22,full,62.16
1976-12-22,rolling20y,62.39
1976-12-23,full,61.86
1976-12-23,rolling20y,62.02
1976-12-24,full,61.86
1976-12-24,rolling20y,62.02
1976-12-27,full,59.2
1976-12-27,rolling20y,58.64
1976-12-28,full,57.61
1976-12-28,rolling20y,56.78
1976-12-29,full,58.63
1976-12-29,rolling20y,57.96
1976-12-30,full,57.54
1976-12-30,rolling20y,56.7
1976-12-31,full,56.31
1976-12-31,rolling20y,54.97
1977-01-03,full,52.07
1977-01-03,rolling20y,51.25
1977-01-04,full,55.08
1977-01-04,rolling20y,54.84
1977-01-05,full,57.29
1977-01-05,rolling20y,57.63
1977-01-06,full,56.65
1977-01-06,rolling20y,56.95
1977-01-07,full,56.7
1977-01-07,rolling20y,57.03
1977-01-10,full,56.25
1977-01-10,rolling20y,56.35
1977-01-11,full,58.53
1977-01-11,rolling20y,58.83
1977-01-12,full,59.8
1977-01-12,rolling20y,59.96
1977-01-13,full,58.44
1977-01-13,rolling20y,58.76
1977-01-14,full,58.79
1977-01-14,rolling20y,59.02
1977-01-17,full,59.29
1977-01-17,rolling20y,59.5
1977-01-18,full,59.98
1977-01-18,rolling20y,60.2
1977-01-19,full,59.1
1977-01-19,rolling20y,59.3
1977-01-20,full,60.57
1977-01-20,rolling20y,60.86
1977-01-21,full,59.99
1977-01-21,rolling20y,60.22
1977-01-24,full,60.1
1977-01-24,rolling20y,60.33
1977-01-25,full,60.33
1977-01-25,rolling20y,60.58
1977-01-26,full,61.61
1977-01-26,rolling20y,62.24
1977-01-27,full,62.51
1977-01-27,rolling20y,63.35
1977-01-28,full,62.32
1977-01-28,rolling20y,63.11
1977-01-31,full,62.09
1977-01-31,rolling20y,62.86
1977-02-01,full,54.18
1977-02-01,rolling20y,38.97
1977-02-02,full,54.46
1977-02-02,rolling20y,39.24
1977-02-03,full,55.31
1977-02-03,rolling20y,39.94
1977-02-04,full,55.25
1977-02-04,rolling20y,39.9
1977-02-07,full,55.23
1977-02-07,rolling20y,39.88
1977-02-08,full,55.64
1977-02-08,rolling20y,40.19
1977-02-09,full,56.83
1977-02-09,rolling20y,41.1
1977-02-10,full,56.7
1977-02-10,rolling20y,40.97
1977-02-11,full,57.56
1977-02-11,rolling20y,41.59
1977-02-14,full,56.78
1977-02-14,rolling20y,41.04
1977-02-15,full,56.38
1977-02-15,rolling20y,40.73
1977-02-16,full,55.74
1977-02-16,rolling20y,40.26
1977-02-17,full,56.55
1977-02-17,rolling20y,40.87
1977-02-18,full,57.14
1977-02-18,rolling20y,41.32
1977-02-21,full,57.14
1977-02-21,rolling20y,41.32
1977-02-22,full,57.13
1977-02-22,rolling20y,41.31
1977-02-23,full,57.57
1977-02-23,rolling20y,41.61
1977-02-24,full,58.42
1977-02-24,rolling20y,42.18
1977-02-25,full,58.59
1977-02-25,rolling20y,42.26
1977-02-28,full,58.01
1977-02-28,rolling20y,41.91
1977-03-01,full,31.52
1977-03-01,rolling20y,32.22
1977-03-02,full,31.79
1977-03-02,rolling20y,32.53
1977-03-03,full,31.32
1977-03-03,rolling20y,31.97
1977-03-04,full,31.01
1977-03-04,rolling20y,31.63
1977-03-07,full,30.95
1977-03-07,rolling20y,31.59
1977-03-08,full,31.32
1977-03-08,rolling20y,32.0
1977-03-09,full,32.07
1977-03-09,rolling20y,32.86
1977-03-10,full,31.5
1977-03-10,rolling20y,32.24
1977-03-11,full,31.54
1977-03-11,rolling20y,32.3
1977-03-14,full,30.82
1977-03-14,rolling20y,31.48
1977-03-15,full,30.2
1977-03-15,rolling20y,30.79
1977-03-16,full,30.03
1977-03-16,rolling20y,30.56
1977-03-17,full,30.13
1977-03-17,rolling20y,30.69
1977-03-18,full,30.42
1977-03-18,rolling20y,31.03
1977-03-21,full,30.96
1977-03-21,rolling20y,31.63
1977-03-22,full,31.29
1977-03-22,rolling20y,32.01
1977-03-23,full,32.07
1977-03-23,rolling20y,32.91
1977-03-24,full,32.56
1977-03-24,rolling20y,33.41
1977-03-25,full,33.24
1977-03-25,rolling20y,34.11
1977-03-28,full,33.28
1977-03-28,rolling20y,34.17
1977-03-29,full,32.54
1977-03-29,rolling20y,33.4
1977-03-30,full,33.67
1977-03-30,rolling20y,34.58
1977-03-31,full,33.79
1977-03-31,rolling20y,34.74
1977-04-01,full,35.74
1977-04-01,rolling20y,36.62
1977-04-04,full,36.63
1977-04-04,rolling20y,37.61
1977-04-05,full,36.82
1977-04-05,rolling20y,37.81
1977-04-06,full,36.88
1977-04-06,rolling20y,37.88
1977-04-07,full,36.44
1977-04-07,rolling20y,37.38
1977-04-08,full,36.44
1977-04-08,rolling20y,37.38
1977-04-11,full,35.92
1977-04-11,rolling20y,36.81
1977-04-12,full,34.59
1977-04-12,rolling20y,35.44
1977-04-13,full,34.56
1977-04-13,rolling20y,35.41
1977-04-14,full,33.73
1977-04-14,rolling20y,34.42
1977-04-15,full,33.67
1977-04-15,rolling20y,34.38
1977-04-18,full,34.13
1977-04-18,rolling20y,34.92
1977-04-19,full,34.59
1977-04-19,rolling20y,35.47
1977-04-20,full,34.24
1977-04-20,rolling20y,35.1
1977-04-21,full,34.88
1977-04-21,rolling20y,35.78
1977-04-22,full,36.18
1977-04-22,rolling20y,37.11
1977-04-25,full,37.4
1977-04-25,rolling20y,38.51
1977-04-26,full,37.39
1977-04-26,rolling20y,38.51
1977-04-27,full,36.54
1977-04-27,rolling20y,37.58
1977-04-28,full,36.25
1977-04-28,rolling20y,37.2
1977-04-29,full,36.0
1977-04-29,rolling20y,36.98
1977-05-02,full,32.06
1977-05-02,rolling20y,32.96
1977-05-03,full,31.5
1977-05-03,rolling20y,32.42
1977-05-04,full,30.96
1977-05-04,rolling20y,31.85
1977-05-05,full,30.77
1977-05-05,rolling20y,31.62
1977-05-06,full,31.41
1977-05-06,rolling20y,32.34
1977-05-09,full,31.68
1977-05-09,rolling20y,32.63
1977-05-10,full,31.37
1977-05-10,rolling20y,32.31
1977-05-11,full,32.06
1977-05-11,rolling20y,33.0
1977-05-12,full,32.1
1977-05-12,rolling20y,33.06
1977-05-13,full,31.73
1977-05-13,rolling20y,32.71
1977-05-16,full,31.28
1977-05-16,rolling20y,32.2
1977-05-17,full,30.94
1977-05-17,rolling20y,31.87
1977-05-18,full,30.39
1977-05-18,rolling20y,31.17
1977-05-19,full,30.79
1977-05-19,rolling20y,31.69
1977-05-20,full,31.22
1977-05-20,rolling20y,32.13
1977-05-23,full,32.56
1977-05-23,rolling20y,33.57
1977-05-24,full,32.98
1977-05-24,rolling20y,34.0
1977-05-25,full,33.86
1977-05-25,rolling20y,34.92
1977-05-26,full,33.58
1977-05-26,rolling20y,34.66
1977-05-27,full,34.21
1977-05-27,rolling20y,35.33
1977-05-30,full,34.21
1977-05-30,rolling20y,35.33
1977-05-31,full,34.34
1977-05-31,rolling20y,35.45
1977-06-01,full,38.49
1977-06-01,rolling20y,39.55
1977-06-02,full,38.66
1977-06-02,rolling20y,39.73
1977-06-03,full,37.66
1977-06-03,rolling20y,38.62
1977-06-06,full,38.12
1977-06-06,rolling20y,39.17
1977-06-07,full,37.59
1977-06-07,rolling20y,38.56
1977-06-08,full,37.08
1977-06-08,rolling20y,37.99
1977-06-09,full,37.15
1977-06-09,rolling20y,38.06
1977-06-10,full,36.74
1977-06-10,rolling20y,37.65
1977-06-13,full,36.43
1977-06-13,rolling20y,37.32
1977-06-14,full,35.27
1977-06-14,rolling20y,35.96
1977-06-15,full,35.52
1977-06-15,rolling20y,36.28
1977-06-16,full,35.25
1977-06-16,rolling20y,35.94
1977-06-17,full,35.11
1977-06-17,rolling20y,35.79
1977-06-20,full,34.67
1977-06-20,rolling20y,35.32
1977-06-21,full,34.26
1977-06-21,rolling20y,34.83
1977-06-22,full,34.57
1977-06-22,rolling20y,35.2
1977-06-23,full,34.32
1977-06-23,rolling20y,34.93
1977-06-24,full,33.69
1977-06-24,rolling20y,34.03
1977-06-27,full,33.92
1977-06-27,rolling20y,34.38
1977-06-28,full,34.83
1977-06-28,rolling20y,35.47
1977-06-29,full,34.83
1977-06-29,rolling20y,35.48
1977-06-30,full,34.37
1977-06-30,rolling20y,34.96
1977-07-01,full,45.17
1977-07-01,rolling20y,45.8
1977-07-04,full,45.17
1977-07-04,rolling20y,45.8
1977-07-05,full,45.14
1977-07-05,rolling20y,45.77
1977-07-06,full,45.61
1977-07-06,rolling20y,46.28
1977-07-07,full,45.22
1977-07-07,rolling20y,45.85
1977-07-08,full,45.33
1977-07-08,rolling20y,46.0
1977-07-11,full,45.53
1977-07-11,rolling20y,46.2
1977-07-12,full,45.6
1977-07-12,rolling20y,46.25
1977-07-13,full,45.41
1977-07-13,rolling20y,46.05
1977-07-14,full,45.41
1977-07-14,rolling20y,46.05
1977-07-15,full,44.7
1977-07-15,rolling20y,45.26
1977-07-18,full,43.86
1977-07-18,rolling20y,44.11
1977-07-19,full,42.91
1977-07-19,rolling20y,43.08
1977-07-20,full,42.96
1977-07-20,rolling20y,43.14
1977-07-21,full,43.09
1977-07-21,rolling20y,43.25
1977-07-22,full,43.0
1977-07-22,rolling20y,43.18
1977-07-25,full,43.91
1977-07-25,rolling20y,44.15
1977-07-26,full,44.52
1977-07-26,rolling20y,44.98
1977-07-27,full,46.25
1977-07-27,rolling20y,47.09
1977-07-28,full,46.07
1977-07-28,rolling20y,46.85
1977-07-29,full,46.0
1977-07-29,rolling20y,46.74
1977-08-01,full,52.79
1977-08-01,rolling20y,53.47
1977-08-02,full,53.44
1977-08-02,rolling20y,54.27
1977-08-03,full,53.56
1977-08-03,rolling20y,54.38
1977-08-04,full,53.14
1977-08-04,rolling20y,53.9
1977-08-05,full,53.1
1977-08-05,rolling20y,53.86
1977-08-08,full,53.91
1977-08-08,rolling20y,54.77
1977-08-09,full,53.85
1977-08-09,rolling20y,54.68
1977-08-10,full,52.92
1977-08-10,rolling20y,53.6
1977-08-11,full,53.71
1977-08-11,rolling20y,54.51
1977-08-12,full,53.97
1977-08-12,rolling20y,54.83
1977-08-15,full,53.64
1977-08-15,rolling20y,54.43
1977-08-16,full,54.11
1977-08-16,rolling20y,54.97
1977-08-17,full,54.05
1977-08-17,rolling20y,54.9
1977-08-18,full,54.11
1977-08-18,rolling20y,54.96
1977-08-19,full,54.26
1977-08-19,rolling20y,55.15
1977-08-22,full,53.92
1977-08-22,rolling20y,54.75
1977-08-23,full,54.11
1977-08-23,rolling20y,54.95
1977-08-24,full,54.54
1977-08-24,rolling20y,55.4
1977-08-25,full,55.64
1977-08-25,rolling20y,56.66
1977-08-26,full,55.71
1977-08-26,rolling20y,56.7
1977-08-29,full,54.85
1977-08-29,rolling20y,55.73
1977-08-30,full,55.35
1977-08-30,rolling20y,56.26
1977-08-31,full,54.95
1977-08-31,rolling20y,55.83
1977-09-01,full,48.45
1977-09-01,rolling20y,49.32
1977-09-02,full,47.72
1977-09-02,rolling20y,48.55
1977-09-05,full,47.72
1977-09-05,rolling20y,48.55
1977-09-06,full,47.42
1977-09-06,rolling20y,48.2
1977-09-07,full,47.07
1977-09-07,rolling20y,47.79
1977-09-08,full,47.84
1977-09-08,rolling20y,48.7
1977-09-09,full,48.8
1977-09-09,rolling20y,49.68
1977-09-12,full,49.13
1977-09-12,rolling20y,50.1
1977-09-13,full,49.02
1977-09-13,rolling20y,49.95
1977-09-14,full,48.53
1977-09-14,rolling20y,49.41
1977-09-15,full,48.24
1977-09-15,rolling20y,49.07
1977-09-16,full,48.55
1977-09-16,rolling20y,49.42
1977-09-19,full,49.17
1977-09-19,rolling20y,50.16
1977-09-20,full,49.07
1977-09-20,rolling20y,50.03
1977-09-21,full,49.84
1977-09-21,rolling20y,50.83
1977-09-22,full,49.8
1977-09-22,rolling20y,50.8
1977-09-23,full,49.81
1977-09-23,rolling20y,50.8
1977-09-26,full,49.42
1977-09-26,rolling20y,50.38
1977-09-27,full,49.51
1977-09-27,rolling20y,50.47
1977-09-28,full,49.4
1977-09-28,rolling20y,50.34
1977-09-29,full,48.79
1977-09-29,rolling20y,49.63
1977-09-30,full,48.0
1977-09-30,rolling20y,48.74
1977-10-03,full,49.09
1977-10-03,rolling20y,49.85
1977-10-04,full,49.88
1977-10-04,rolling20y,50.7
1977-10-05,full,50.19
1977-10-05,rolling20y,51.04
1977-10-06,full,49.79
1977-10-06,rolling20y,50.58
1977-10-07,full,49.82
1977-10-07,rolling20y,50.61
1977-10-10,full,50.01
1977-10-10,rolling20y,50.85
1977-10-11,full,50.81
1977-10-11,rolling20y,51.74
1977-10-12,full,51.61
1977-10-12,rolling20y,52.66
1977-10-13,full,52.03
1977-10-13,rolling20y,53.11
1977-10-14,full,51.93
1977-10-14,rolling20y,52.99
1977-10-17,full,51.94
1977-10-17,rolling20y,53.02
1977-10-18,full,51.9
1977-10-18,rolling20y,52.94
1977-10-19,full,52.67
1977-10-19,rolling20y,53.85
1977-10-20,full,52.41
1977-10-20,rolling20y,53.54
1977-10-21,full,52.64
1977-10-21,rolling20y,53.79
1977-10-24,full,53.12
1977-10-24,rolling20y,54.33
1977-10-25,full,53.47
1977-10-25,rolling20y,54.69
1977-10-26,full,52.66
1977-10-26,rolling20y,53.83
1977-10-27,full,52.42
1977-10-27,rolling20y,53.55
1977-10-28,full,52.16
1977-10-28,rolling20y,53.25
1977-10-31,full,52.35
1977-10-31,rolling20y,53.46
1977-11-01,full,45.7
1977-11-01,rolling20y,46.9
1977-11-02,full,46.07
1977-11-02,rolling20y,47.28
1977-11-03,full,46.01
1977-11-03,rolling20y,47.19
1977-11-04,full,45.39
1977-11-04,rolling20y,46.57
1977-11-07,full,44.76
1977-11-07,rolling20y,45.85
1977-11-08,full,44.58
1977-11-08,rolling20y,45.65
1977-11-09,full,44.11
1977-11-09,rolling20y,45.1
1977-11-10,full,42.27
1977-11-10,rolling20y,43.04
1977-11-11,full,40.77
1977-11-11,rolling20y,41.43
1977-11-14,full,41.44
1977-11-14,rolling20y,42.15
1977-11-15,full,40.75
1977-11-15,rolling20y,41.41
1977-11-16,full,41.26
1977-11-16,rolling20y,41.96
1977-11-17,full,41.51
1977-11-17,rolling20y,42.24
1977-11-18,full,41.31
1977-11-18,rolling20y,41.99
1977-11-21,full,41.35
1977-11-21,rolling20y,42.07
1977-11-22,full,40.39
1977-11-22,rolling20y,40.97
1977-11-23,full,39.93
1977-11-23,rolling20y,40.4
1977-11-24,full,39.93
1977-11-24,rolling20y,40.4
1977-11-25,full,39.7
1977-11-25,rolling20y,40.17
1977-11-28,full,40.38
1977-11-28,rolling20y,40.97
1977-11-29,full,42.04
1977-11-29,rolling20y,42.83
1977-11-30,full,41.66
1977-11-30,rolling20y,42.45
1977-12-01,full,32.2
1977-12-01,rolling20y,33.02
1977-12-02,full,32.17
1977-12-02,rolling20y,32.99
1977-12-05,full,32.63
1977-12-05,rolling20y,33.47
1977-12-06,full,34.14
1977-12-06,rolling20y,35.19
1977-12-07,full,34.15
1977-12-07,rolling20y,35.22
1977-12-08,full,33.9
1977-12-08,rolling20y,34.94
1977-12-09,full,33.14
1977-12-09,rolling20y,34.04
1977-12-12,full,33.13
1977-12-12,rolling20y,34.02
1977-12-13,full,33.17
1977-12-13,rolling20y,34.1
1977-12-14,full,32.63
1977-12-14,rolling20y,33.49
1977-12-15,full,33.1
1977-12-15,rolling20y,34.02
1977-12-16,full,33.23
1977-12-16,rolling20y,34.19
1977-12-19,full,33.97
1977-12-19,rolling20y,35.08
1977-12-20,full,34.14
1977-12-20,rolling20y,35.25
1977-12-21,full,33.51
1977-12-21,rolling20y,34.57
1977-12-22,full,32.64
1977-12-22,rolling20y,33.53
1977-12-23,full,31.51
1977-12-23,rolling20y,32.24
1977-12-26,full,31.51
1977-12-26,rolling20y,32.24
1977-12-27,full,31.47
1977-12-27,rolling20y,32.2
1977-12-28,full,31.37
1977-12-28,rolling20y,32.11
1977-12-29,full,31.13
1977-12-29,rolling20y,31.89
1977-12-30,full,30.89
1977-12-30,rolling20y,31.57
1978-01-02,full,55.0
1978-01-02,rolling20y,55.68
1978-01-03,full,56.46
1978-01-03,rolling20y,57.31
1978-01-04,full,56.79
1978-01-04,rolling20y,57.71
1978-01-05,full,57.63
1978-01-05,rolling20y,58.74
1978-01-06,full,58.72
1978-01-06,rolling20y,59.98
1978-01-09,full,59.51
1978-01-09,rolling20y,60.87
1978-01-10,full,59.85
1978-01-10,rolling20y,61.26
1978-01-11,full,60.16
1978-01-11,rolling20y,61.58
1978-01-12,full,60.09
1978-01-12,rolling20y,61.5
1978-01-13,full,60.15
1978-01-13,rolling20y,61.56
1978-01-16,full,60.3
1978-01-16,rolling20y,61.74
1978-01-17,full,59.92
1978-01-17,rolling20y,61.36
1978-01-18,full,59.31
1978-01-18,rolling20y,60.66
1978-01-19,full,59.65
1978-01-19,rolling20y,61.03
1978-01-20,full,59.8
1978-01-20,rolling20y,61.23
1978-01-23,full,60.3
1978-01-23,rolling20y,61.76
1978-01-24,full,60.25
1978-01-24,rolling20y,61.72
1978-01-25,full,60.11
1978-01-25,rolling20y,61.56
1978-01-26,full,60.64
1978-01-26,rolling20y,62.1
1978-01-27,full,60.59
1978-01-27,rolling20y,62.06
1978-01-30,full,60.04
1978-01-30,rolling20y,61.52
1978-01-31,full,60.06
1978-01-31,rolling20y,61.53
1978-02-01,full,31.59
1978-02-01,rolling20y,32.97
1978-02-02,full,31.36
1978-02-02,rolling20y,32.71
1978-02-03,full,31.75
1978-02-03,rolling20y,33.17
1978-02-06,full,31.8
1978-02-06,rolling20y,33.22
1978-02-07,full,31.1
1978-02-07,rolling20y,32.42
1978-02-08,full,30.6
1978-02-08,rolling20y,31.88
1978-02-09,full,31.08
1978-02-09,rolling20y,32.4
1978-02-10,full,31.21
1978-02-10,rolling20y,32.58
1978-02-13,full,31.35
1978-02-13,rolling20y,32.73
1978-02-14,full,32.03
1978-02-14,rolling20y,33.54
1978-02-15,full,32.2
1978-02-15,rolling20y,33.74
1978-02-16,full,32.68
1978-02-16,rolling20y,34.21
1978-02-17,full,32.73
1978-02-17,rolling20y,34.27
1978-02-20,full,32.73
1978-02-20,rolling20y,34.27
1978-02-21,full,32.92
1978-02-21,rolling20y,34.41
1978-02-22,full,32.91
1978-02-22,rolling20y,34.39
1978-02-23,full,32.84
1978-02-23,rolling20y,34.35
1978-02-24,full,32.19
1978-02-24,rolling20y,33.74
1978-02-27,full,32.71
1978-02-27,rolling20y,34.23
1978-02-28,full,33.09
1978-02-28,rolling20y,34.57
1978-03-01,full,36.08
1978-03-01,rolling20y,37.55
1978-03-02,full,35.98
1978-03-02,rolling20y,37.47
1978-03-03,full,35.84
1978-03-03,rolling20y,37.35
1978-03-06,full,36.17
1978-03-06,rolling20y,37.64
1978-03-07,full,35.82
1978-03-07,rolling20y,37.31
1978-03-08,full,35.44
1978-03-08,rolling20y,36.96
1978-03-09,full,35.37
1978-03-09,rolling20y,36.87
1978-03-10,full,34.45
1978-03-10,rolling20y,35.84
1978-03-13,full,34.36
1978-03-13,rolling20y,35.74
1978-03-14,full,33.99
1978-03-14,rolling20y,35.32
1978-03-15,full,34.17
1978-03-15,rolling20y,35.49
1978-03-16,full,33.77
1978-03-16,rolling20y,35.07
1978-03-17,full,32.99
1978-03-17,rolling20y,34.18
1978-03-20,full,32.25
1978-03-20,rolling20y,33.34
1978-03-21,full,33.38
1978-03-21,rolling20y,34.65
1978-03-22,full,33.67
1978-03-22,rolling20y,34.99
1978-03-23,full,33.75
1978-03-23,rolling20y,35.08
1978-03-24,full,33.75
1978-03-24,rolling20y,35.08
1978-03-27,full,34.18
1978-03-27,rolling20y,35.51
1978-03-28,full,33.51
1978-03-28,rolling20y,34.78
1978-03-29,full,33.31
1978-03-29,rolling20y,34.59
1978-03-30,full,33.51
1978-03-30,rolling20y,34.8
1978-03-31,full,33.66
1978-03-31,rolling20y,35.01
1978-04-03,full,30.52
1978-04-03,rolling20y,31.93
1978-04-04,full,30.11
1978-04-04,rolling20y,31.48
1978-04-05,full,29.21
1978-04-05,rolling20y,30.42
1978-04-06,full,29.0
1978-04-06,rolling20y,30.25
1978-04-07,full,28.48
1978-04-07,rolling20y,29.59
1978-04-10,full,28.06
1978-04-10,rolling20y,29.09
1978-04-11,full,28.29
1978-04-11,rolling20y,29.35
1978-04-12,full,28.39
1978-04-12,rolling20y,29.51
1978-04-13,full,27.22
1978-04-13,rolling20y,28.17
1978-04-14,full,24.91
1978-04-14,rolling20y,25.44
1978-04-17,full,23.08
1978-04-17,rolling20y,23.28
1978-04-18,full,24.25
1978-04-18,rolling20y,24.54
1978-04-19,full,23.7
1978-04-19,rolling20y,23.92
1978-04-20,full,22.81
1978-04-20,rolling20y,23.07
1978-04-21,full,23.03
1978-04-21,rolling20y,23.27
1978-04-24,full,20.86
1978-04-24,rolling20y,20.92
1978-04-25,full,19.47
1978-04-25,rolling20y,19.25
1978-04-26,full,19.1
1978-04-26,rolling20y,18.82
1978-04-27,full,20.66
1978-04-27,rolling20y,20.7
1978-04-28,full,19.04
1978-04-28,rolling20y,18.76
1978-05-01,full,40.72
1978-05-01,rolling20y,40.01
1978-05-02,full,41.36
1978-05-02,rolling20y,40.97
1978-05-03,full,42.94
1978-05-03,rolling20y,42.83
1978-05-04,full,43.44
1978-05-04,rolling20y,43.44
1978-05-05,full,42.38
1978-05-05,rolling20y,42.15
1978-05-08,full,42.93
1978-05-08,rolling20y,42.82
1978-05-09,full,43.35
1978-05-09,rolling20y,43.32
1978-05-10,full,43.28
1978-05-10,rolling20y,43.22
1978-05-11,full,41.15
1978-05-11,rolling20y,40.64
1978-05-12,full,39.64
1978-05-12,rolling20y,38.45
1978-05-15,full,38.49
1978-05-15,rolling20y,36.96
1978-05-16,full,37.6
1978-05-16,rolling20y,35.96
1978-05-17,full,37.22
1978-05-17,rolling20y,35.49
1978-05-18,full,38.7
1978-05-18,rolling20y,37.26
1978-05-19,full,39.56
1978-05-19,rolling20y,38.35
1978-05-22,full,38.03
1978-05-22,rolling20y,36.45
1978-05-23,full,39.69
1978-05-23,rolling20y,38.56
1978-05-24,full,41.37
1978-05-24,rolling20y,41.02
1978-05-25,full,41.74
1978-05-25,rolling20y,41.49
1978-05-26,full,42.11
1978-05-26,rolling20y,41.91
1978-05-29,full,42.11
1978-05-29,rolling20y,41.91
1978-05-30,full,41.65
1978-05-30,rolling20y,41.4
1978-05-31,full,41.01
1978-05-31,rolling20y,40.5
1978-06-01,full,21.76
1978-06-01,rolling20y,21.2
1978-06-02,full,20.38
1978-06-02,rolling20y,19.16
1978-06-05,full,17.56
1978-06-05,rolling20y,15.62
1978-06-06,full,17.06
1978-06-06,rolling20y,14.96
1978-06-07,full,17.32
1978-06-07,rolling20y,15.34
1978-06-08,full,17.22
1978-06-08,rolling20y,15.18
1978-06-09,full,17.68
1978-06-09,rolling20y,15.83
1978-06-12,full,18.28
1978-06-12,rolling20y,16.61
1978-06-13,full,18.28
1978-06-13,rolling20y,16.61
1978-06-14,full,18.45
1978-06-14,rolling20y,16.82
1978-06-15,full,20.28
1978-06-15,rolling20y,19.03
1978-06-16,full,21.86
1978-06-16,rolling20y,21.37
1978-06-19,full,21.77
1978-06-19,rolling20y,21.26
1978-06-20,full,23.38
