date,window,score,regime
1986-11-03,rolling20y,69.84,warm
1986-11-04,full,62.97,cool
1986-11-04,rolling20y,69.84,warm
1986-11-05,full,63.59,cool
1986-11-05,rolling20y,70.47,warm
1986-11-06,full,63.33,cool
1986-11-06,rolling20y,70.21,warm
1986-11-07,full,63.19,cool
1986-11-07,rolling20y,70.06,warm
1986-11-10,full,63.71,cool
1986-11-10,rolling20y,70.59,warm
1986-11-11,full,63.71,cool
1986-11-11,rolling20y,70.59,warm
1986-11-12,full,63.66,cool
1986-11-12,rolling20y,70.53,warm
1986-11-13,full,63.6,cool
1986-11-13,rolling20y,70.47,warm
1986-11-14,full,63.72,cool
1986-11-14,rolling20y,70.59,warm
1986-11-17,full,64.07,warm
1986-11-17,rolling20y,70.95,warm
1986-11-18,full,63.78,cool
1986-11-18,rolling20y,70.65,warm
1986-11-19,full,63.59,cool
1986-11-19,rolling20y,70.47,warm
1986-11-20,full,63.92,cool
1986-11-20,rolling20y,70.79,warm
1986-11-21,full,63.72,cool
1986-11-21,rolling20y,70.59,warm
1986-11-24,full,63.98,cool
1986-11-24,rolling20y,70.85,warm
1986-11-25,full,63.98,cool
1986-11-25,rolling20y,70.85,warm
1986-11-26,full,63.85,cool
1986-11-26,rolling20y,70.72,warm
1986-11-27,full,63.85,cool
1986-11-27,rolling20y,70.72,warm
1986-11-28,full,63.85,cool
1986-11-28,rolling20y,70.72,warm
1986-12-01,full,63.71,cool
1986-12-01,rolling20y,71.05,warm
1986-12-02,full,64.07,warm
1986-12-02,rolling20y,71.41,warm
1986-12-03,full,63.94,cool
1986-12-03,rolling20y,71.28,warm
1986-12-04,full,64.07,warm
1986-12-04,rolling20y,71.41,warm
1986-12-05,full,63.99,cool
1986-12-05,rolling20y,71.33,warm
1986-12-08,full,64.07,warm
1986-12-08,rolling20y,71.41,warm
1986-12-09,full,64.07,warm
1986-12-09,rolling20y,71.41,warm
1986-12-10,full,64.07,warm
1986-12-10,rolling20y,71.41,warm
1986-12-11,full,63.99,cool
1986-12-11,rolling20y,71.33,warm
1986-12-12,full,63.93,cool
1986-12-12,rolling20y,71.27,warm
1986-12-15,full,64.08,warm
1986-12-15,rolling20y,71.42,warm
1986-12-16,full,64.2,warm
1986-12-16,rolling20y,71.55,warm
1986-12-17,full,64.3,warm
1986-12-17,rolling20y,71.65,warm
1986-12-18,full,64.35,warm
1986-12-18,rolling20y,71.7,warm
1986-12-19,full,64.3,warm
1986-12-19,rolling20y,71.65,warm
1986-12-22,full,64.36,warm
1986-12-22,rolling20y,71.7,warm
1986-12-23,full,64.45,warm
1986-12-23,rolling20y,71.8,warm
1986-12-24,full,64.51,warm
1986-12-24,rolling20y,71.86,warm
1986-12-25,full,64.51,warm
1986-12-25,rolling20y,71.86,warm
1986-12-26,full,64.45,warm
1986-12-26,rolling20y,71.8,warm
1986-12-29,full,64.35,warm
1986-12-29,rolling20y,71.7,warm
1986-12-30,full,64.3,warm
1986-12-30,rolling20y,71.64,warm
1986-12-31,full,63.97,cool
1986-12-31,rolling20y,71.32,warm
1987-01-01,full,67.85,warm
1987-01-01,rolling20y,73.42,warm
1987-01-02,full,67.85,warm
1987-01-02,rolling20y,73.42,warm
1987-01-05,full,68.03,warm
1987-01-05,rolling20y,73.61,warm
1987-01-06,full,68.08,warm
1987-01-06,rolling20y,73.65,warm
1987-01-07,full,68.08,warm
1987-01-07,rolling20y,73.65,warm
1987-01-08,full,68.03,warm
1987-01-08,rolling20y,73.6,warm
1987-01-09,full,68.13,warm
1987-01-09,rolling20y,73.71,warm
1987-01-12,full,67.99,warm
1987-01-12,rolling20y,73.56,warm
1987-01-13,full,67.84,warm
1987-01-13,rolling20y,73.42,warm
1987-01-14,full,67.89,warm
1987-01-14,rolling20y,73.47,warm
1987-01-15,full,67.94,warm
1987-01-15,rolling20y,73.51,warm
1987-01-16,full,68.2,warm
1987-01-16,rolling20y,73.77,warm
1987-01-19,full,68.2,warm
1987-01-19,rolling20y,73.77,warm
1987-01-20,full,68.04,warm
1987-01-20,rolling20y,73.61,warm
1987-01-21,full,68.04,warm
1987-01-21,rolling20y,73.61,warm
1987-01-22,full,67.94,warm
1987-01-22,rolling20y,73.51,warm
1987-01-23,full,67.94,warm
1987-01-23,rolling20y,73.51,warm
1987-01-26,full,67.66,warm
1987-01-26,rolling20y,73.23,warm
1987-01-27,full,67.61,warm
1987-01-27,rolling20y,73.18,warm
1987-01-28,full,67.78,warm
1987-01-28,rolling20y,73.35,warm
1987-01-29,full,67.78,warm
1987-01-29,rolling20y,73.35,warm
1987-01-30,full,68.0,warm
1987-01-30,rolling20y,73.58,warm
1987-02-02,full,69.67,warm
1987-02-02,rolling20y,74.05,warm
1987-02-03,full,69.67,warm
1987-02-03,rolling20y,74.05,warm
1987-02-04,full,69.79,warm
1987-02-04,rolling20y,74.16,warm
1987-02-05,full,69.67,warm
1987-02-05,rolling20y,74.05,warm
1987-02-06,full,70.0,warm
1987-02-06,rolling20y,74.38,warm
1987-02-09,full,70.06,warm
1987-02-09,rolling20y,74.44,warm
1987-02-10,full,69.83,warm
1987-02-10,rolling20y,74.21,warm
1987-02-11,full,70.12,warm
1987-02-11,rolling20y,74.5,warm
1987-02-12,full,69.83,warm
1987-02-12,rolling20y,74.21,warm
1987-02-13,full,69.78,warm
1987-02-13,rolling20y,74.16,warm
1987-02-16,full,69.78,warm
1987-02-16,rolling20y,74.16,warm
1987-02-17,full,69.78,warm
1987-02-17,rolling20y,74.16,warm
1987-02-18,full,69.66,warm
1987-02-18,rolling20y,74.04,warm
1987-02-19,full,69.48,warm
1987-02-19,rolling20y,73.86,warm
1987-02-20,full,69.42,warm
1987-02-20,rolling20y,73.8,warm
1987-02-23,full,69.61,warm
1987-02-23,rolling20y,73.99,warm
1987-02-24,full,69.73,warm
1987-02-24,rolling20y,74.11,warm
1987-02-25,full,69.85,warm
1987-02-25,rolling20y,74.23,warm
1987-02-26,full,69.73,warm
1987-02-26,rolling20y,74.11,warm
1987-02-27,full,69.85,warm
1987-02-27,rolling20y,74.23,warm
1987-03-02,full,69.87,warm
1987-03-02,rolling20y,73.88,warm
1987-03-03,full,69.81,warm
1987-03-03,rolling20y,73.82,warm
1987-03-04,full,69.93,warm
1987-03-04,rolling20y,73.94,warm
1987-03-05,full,69.99,warm
1987-03-05,rolling20y,74.0,warm
1987-03-06,full,69.99,warm
1987-03-06,rolling20y,74.0,warm
1987-03-09,full,70.05,warm
1987-03-09,rolling20y,74.06,warm
1987-03-10,full,70.11,warm
1987-03-10,rolling20y,74.12,warm
1987-03-11,full,70.11,warm
1987-03-11,rolling20y,74.12,warm
1987-03-12,full,70.11,warm
1987-03-12,rolling20y,74.12,warm
1987-03-13,full,70.05,warm
1987-03-13,rolling20y,74.06,warm
1987-03-16,full,69.98,warm
1987-03-16,rolling20y,73.99,warm
1987-03-17,full,70.17,warm
1987-03-17,rolling20y,74.18,warm
1987-03-18,full,69.98,warm
1987-03-18,rolling20y,73.99,warm
1987-03-19,full,69.86,warm
1987-03-19,rolling20y,73.87,warm
1987-03-20,full,69.92,warm
1987-03-20,rolling20y,73.93,warm
1987-03-23,full,69.86,warm
1987-03-23,rolling20y,73.87,warm
1987-03-24,full,69.86,warm
1987-03-24,rolling20y,73.87,warm
1987-03-25,full,70.06,warm
1987-03-25,rolling20y,74.07,warm
1987-03-26,full,69.92,warm
1987-03-26,rolling20y,73.93,warm
1987-03-27,full,69.79,warm
1987-03-27,rolling20y,73.8,warm
1987-03-30,full,69.36,warm
1987-03-30,rolling20y,73.37,warm
1987-03-31,full,68.97,warm
1987-03-31,rolling20y,72.98,warm
1987-04-01,full,68.21,warm
1987-04-01,rolling20y,72.42,warm
1987-04-02,full,68.07,warm
1987-04-02,rolling20y,72.29,warm
1987-04-03,full,68.01,warm
1987-04-03,rolling20y,72.23,warm
1987-04-06,full,68.01,warm
1987-04-06,rolling20y,72.23,warm
1987-04-07,full,67.69,warm
1987-04-07,rolling20y,71.91,warm
1987-04-08,full,67.76,warm
1987-04-08,rolling20y,71.98,warm
1987-04-09,full,67.62,warm
1987-04-09,rolling20y,71.84,warm
1987-04-10,full,67.82,warm
1987-04-10,rolling20y,72.04,warm
1987-04-13,full,67.91,warm
1987-04-13,rolling20y,72.12,warm
1987-04-14,full,67.27,warm
1987-04-14,rolling20y,71.48,warm
1987-04-15,full,67.33,warm
1987-04-15,rolling20y,71.55,warm
1987-04-16,full,67.05,warm
1987-04-16,rolling20y,71.27,warm
1987-04-17,full,67.05,warm
1987-04-17,rolling20y,71.27,warm
1987-04-20,full,66.99,warm
1987-04-20,rolling20y,71.2,warm
1987-04-21,full,67.21,warm
1987-04-21,rolling20y,71.43,warm
1987-04-22,full,67.83,warm
1987-04-22,rolling20y,72.05,warm
1987-04-23,full,67.7,warm
1987-04-23,rolling20y,71.92,warm
1987-04-24,full,67.92,warm
1987-04-24,rolling20y,72.14,warm
1987-04-27,full,68.68,warm
1987-04-27,rolling20y,72.9,warm
1987-04-28,full,68.81,warm
1987-04-28,rolling20y,73.02,warm
1987-04-29,full,68.37,warm
1987-04-29,rolling20y,72.59,warm
1987-04-30,full,68.94,warm
1987-04-30,rolling20y,73.15,warm
1987-05-01,full,65.49,warm
1987-05-01,rolling20y,70.59,warm
1987-05-04,full,65.55,warm
1987-05-04,rolling20y,70.65,warm
1987-05-05,full,65.93,warm
1987-05-05,rolling20y,71.03,warm
1987-05-06,full,65.49,warm
1987-05-06,rolling20y,70.59,warm
1987-05-07,full,65.62,warm
1987-05-07,rolling20y,70.71,warm
1987-05-08,full,65.87,warm
1987-05-08,rolling20y,70.96,warm
1987-05-11,full,65.55,warm
1987-05-11,rolling20y,70.65,warm
1987-05-12,full,65.81,warm
1987-05-12,rolling20y,70.9,warm
1987-05-13,full,65.81,warm
1987-05-13,rolling20y,70.91,warm
1987-05-14,full,65.55,warm
1987-05-14,rolling20y,70.65,warm
1987-05-15,full,65.95,warm
1987-05-15,rolling20y,71.04,warm
1987-05-18,full,66.29,warm
1987-05-18,rolling20y,71.38,warm
1987-05-19,full,65.62,warm
1987-05-19,rolling20y,70.71,warm
1987-05-20,full,65.81,warm
1987-05-20,rolling20y,70.91,warm
1987-05-21,full,66.22,warm
1987-05-21,rolling20y,71.31,warm
1987-05-22,full,66.22,warm
1987-05-22,rolling20y,71.31,warm
1987-05-25,full,66.22,warm
1987-05-25,rolling20y,71.31,warm
1987-05-26,full,66.53,warm
1987-05-26,rolling20y,71.62,warm
1987-05-27,full,66.53,warm
1987-05-27,rolling20y,71.62,warm
1987-05-28,full,66.56,warm
1987-05-28,rolling20y,71.65,warm
1987-05-29,full,66.29,warm
1987-05-29,rolling20y,71.39,warm
1987-06-01,full,66.84,warm
1987-06-01,rolling20y,71.79,warm
1987-06-02,full,66.23,warm
1987-06-02,rolling20y,71.18,warm
1987-06-03,full,66.3,warm
1987-06-03,rolling20y,71.25,warm
1987-06-04,full,66.57,warm
1987-06-04,rolling20y,71.52,warm
1987-06-05,full,66.43,warm
1987-06-05,rolling20y,71.38,warm
1987-06-08,full,66.37,warm
1987-06-08,rolling20y,71.32,warm
1987-06-09,full,66.37,warm
1987-06-09,rolling20y,71.32,warm
1987-06-10,full,66.16,warm
1987-06-10,rolling20y,71.1,warm
1987-06-11,full,66.3,warm
1987-06-11,rolling20y,71.24,warm
1987-06-12,full,66.65,warm
1987-06-12,rolling20y,71.6,warm
1987-06-15,full,66.65,warm
1987-06-15,rolling20y,71.6,warm
1987-06-16,full,66.65,warm
1987-06-16,rolling20y,71.6,warm
1987-06-17,full,66.65,warm
1987-06-17,rolling20y,71.6,warm
1987-06-18,full,66.51,warm
1987-06-18,rolling20y,71.45,warm
1987-06-19,full,66.37,warm
1987-06-19,rolling20y,71.31,warm
1987-06-22,full,66.66,warm
1987-06-22,rolling20y,71.61,warm
1987-06-23,full,66.87,warm
1987-06-23,rolling20y,71.81,warm
1987-06-24,full,66.93,warm
1987-06-24,rolling20y,71.88,warm
1987-06-25,full,66.86,warm
1987-06-25,rolling20y,71.81,warm
1987-06-26,full,66.65,warm
1987-06-26,rolling20y,71.6,warm
1987-06-29,full,66.28,warm
1987-06-29,rolling20y,71.23,warm
1987-06-30,full,66.01,warm
1987-06-30,rolling20y,70.96,warm
1987-07-01,full,67.2,warm
1987-07-01,rolling20y,71.73,warm
1987-07-02,full,67.2,warm
1987-07-02,rolling20y,71.73,warm
1987-07-03,full,67.2,warm
1987-07-03,rolling20y,71.73,warm
1987-07-06,full,67.27,warm
1987-07-06,rolling20y,71.8,warm
1987-07-07,full,67.2,warm
1987-07-07,rolling20y,71.73,warm
1987-07-08,full,66.86,warm
1987-07-08,rolling20y,71.39,warm
1987-07-09,full,66.75,warm
1987-07-09,rolling20y,71.28,warm
1987-07-10,full,66.71,warm
1987-07-10,rolling20y,71.24,warm
1987-07-13,full,66.6,warm
1987-07-13,rolling20y,71.13,warm
1987-07-14,full,66.66,warm
1987-07-14,rolling20y,71.19,warm
1987-07-15,full,66.3,warm
1987-07-15,rolling20y,70.83,warm
1987-07-16,full,66.24,warm
1987-07-16,rolling20y,70.77,warm
1987-07-17,full,66.6,warm
1987-07-17,rolling20y,71.13,warm
1987-07-20,full,66.53,warm
1987-07-20,rolling20y,71.06,warm
1987-07-21,full,66.46,warm
1987-07-21,rolling20y,70.99,warm
1987-07-22,full,66.23,warm
1987-07-22,rolling20y,70.76,warm
1987-07-23,full,66.04,warm
1987-07-23,rolling20y,70.57,warm
1987-07-24,full,66.39,warm
1987-07-24,rolling20y,70.92,warm
1987-07-27,full,66.68,warm
1987-07-27,rolling20y,71.21,warm
1987-07-28,full,66.68,warm
1987-07-28,rolling20y,71.21,warm
1987-07-29,full,66.9,warm
1987-07-29,rolling20y,71.43,warm
1987-07-30,full,66.83,warm
1987-07-30,rolling20y,71.36,warm
1987-07-31,full,66.54,warm
1987-07-31,rolling20y,71.07,warm
1987-08-03,full,67.19,warm
1987-08-03,rolling20y,71.56,warm
1987-08-04,full,67.19,warm
1987-08-04,rolling20y,71.56,warm
1987-08-05,full,67.39,warm
1987-08-05,rolling20y,71.76,warm
1987-08-06,full,67.25,warm
1987-08-06,rolling20y,71.62,warm
1987-08-07,full,67.78,warm
1987-08-07,rolling20y,72.15,warm
1987-08-10,full,67.63,warm
1987-08-10,rolling20y,72.0,warm
1987-08-11,full,67.56,warm
1987-08-11,rolling20y,71.93,warm
1987-08-12,full,67.48,warm
1987-08-12,rolling20y,71.85,warm
1987-08-13,full,67.88,warm
1987-08-13,rolling20y,72.25,warm
1987-08-14,full,68.07,warm
1987-08-14,rolling20y,72.45,warm
1987-08-17,full,68.21,warm
1987-08-17,rolling20y,72.58,warm
1987-08-18,full,67.71,warm
1987-08-18,rolling20y,72.08,warm
1987-08-19,full,67.79,warm
1987-08-19,rolling20y,72.16,warm
1987-08-20,full,68.01,warm
1987-08-20,rolling20y,72.38,warm
1987-08-21,full,67.94,warm
1987-08-21,rolling20y,72.31,warm
1987-08-24,full,68.01,warm
1987-08-24,rolling20y,72.38,warm
1987-08-25,full,68.22,warm
1987-08-25,rolling20y,72.59,warm
1987-08-26,full,68.36,warm
1987-08-26,rolling20y,72.73,warm
1987-08-27,full,68.01,warm
1987-08-27,rolling20y,72.38,warm
1987-08-28,full,67.78,warm
1987-08-28,rolling20y,72.15,warm
1987-08-31,full,67.63,warm
1987-08-31,rolling20y,72.0,warm
1987-09-01,full,65.45,warm
1987-09-01,rolling20y,70.45,warm
1987-09-02,full,65.09,warm
1987-09-02,rolling20y,70.09,warm
1987-09-03,full,65.25,warm
1987-09-03,rolling20y,70.25,warm
1987-09-04,full,65.7,warm
1987-09-04,rolling20y,70.7,warm
1987-09-07,full,65.7,warm
1987-09-07,rolling20y,70.7,warm
1987-09-08,full,65.7,warm
1987-09-08,rolling20y,70.7,warm
1987-09-09,full,65.61,warm
1987-09-09,rolling20y,70.61,warm
1987-09-10,full,65.53,warm
1987-09-10,rolling20y,70.53,warm
1987-09-11,full,65.86,warm
1987-09-11,rolling20y,70.86,warm
1987-09-14,full,65.38,warm
1987-09-14,rolling20y,70.38,warm
1987-09-15,full,65.02,warm
1987-09-15,rolling20y,70.03,warm
1987-09-16,full,64.84,warm
1987-09-16,rolling20y,69.84,warm
1987-09-17,full,65.03,warm
1987-09-17,rolling20y,70.03,warm
1987-09-18,full,65.39,warm
1987-09-18,rolling20y,70.39,warm
1987-09-21,full,65.15,warm
1987-09-21,rolling20y,70.15,warm
1987-09-22,full,65.54,warm
1987-09-22,rolling20y,70.54,warm
1987-09-23,full,65.32,warm
1987-09-23,rolling20y,70.32,warm
1987-09-24,full,65.32,warm
1987-09-24,rolling20y,70.32,warm
1987-09-25,full,65.64,warm
1987-09-25,rolling20y,70.64,warm
1987-09-28,full,65.72,warm
1987-09-28,rolling20y,70.73,warm
1987-09-29,full,65.73,warm
1987-09-29,rolling20y,70.73,warm
1987-09-30,full,65.81,warm
1987-09-30,rolling20y,70.81,warm
1987-10-01,full,57.36,cool
1987-10-01,rolling20y,63.32,cool
1987-10-02,full,57.7,cool
1987-10-02,rolling20y,63.66,cool
1987-10-05,full,57.44,cool
1987-10-05,rolling20y,63.4,cool
1987-10-06,full,57.7,cool
1987-10-06,rolling20y,63.67,cool
1987-10-07,full,57.76,cool
1987-10-07,rolling20y,63.73,cool
1987-10-08,full,58.81,cool
1987-10-08,rolling20y,64.78,warm
1987-10-09,full,58.12,cool
1987-10-09,rolling20y,64.08,warm
1987-10-12,full,58.12,cool
1987-10-12,rolling20y,64.08,warm
1987-10-13,full,57.91,cool
1987-10-13,rolling20y,63.88,cool
1987-10-14,full,57.7,cool
1987-10-14,rolling20y,63.66,cool
1987-10-15,full,57.98,cool
1987-10-15,rolling20y,63.94,cool
1987-10-16,full,57.6,cool
1987-10-16,rolling20y,63.56,cool
1987-10-19,full,56.23,cool
1987-10-19,rolling20y,62.19,cool
1987-10-20,full,55.99,cool
1987-10-20,rolling20y,61.95,cool
1987-10-21,full,55.62,cool
1987-10-21,rolling20y,61.58,cool
1987-10-22,full,56.27,cool
1987-10-22,rolling20y,62.23,cool
1987-10-23,full,56.23,cool
1987-10-23,rolling20y,62.2,cool
1987-10-26,full,56.21,cool
1987-10-26,rolling20y,62.17,cool
1987-10-27,full,56.13,cool
1987-10-27,rolling20y,62.1,cool
1987-10-28,full,55.81,cool
1987-10-28,rolling20y,61.77,cool
1987-10-29,full,55.81,cool
1987-10-29,rolling20y,61.77,cool
1987-10-30,full,56.04,cool
1987-10-30,rolling20y,62.0,cool
1987-11-02,full,54.21,cool
1987-11-02,rolling20y,61.51,cool
1987-11-03,full,54.27,cool
1987-11-03,rolling20y,61.57,cool
1987-11-04,full,54.24,cool
1987-11-04,rolling20y,61.54,cool
1987-11-05,full,54.32,cool
1987-11-05,rolling20y,61.63,cool
1987-11-06,full,54.75,cool
1987-11-06,rolling20y,62.05,cool
1987-11-09,full,54.75,cool
1987-11-09,rolling20y,62.06,cool
1987-11-10,full,54.51,cool
1987-11-10,rolling20y,61.81,cool
1987-11-11,full,54.51,cool
1987-11-11,rolling20y,61.81,cool
1987-11-12,full,54.82,cool
1987-11-12,rolling20y,62.13,cool
1987-11-13,full,55.06,cool
1987-11-13,rolling20y,62.36,cool
1987-11-16,full,55.46,cool
1987-11-16,rolling20y,62.76,cool
1987-11-17,full,54.82,cool
1987-11-17,rolling20y,62.13,cool
1987-11-18,full,54.94,cool
1987-11-18,rolling20y,62.24,cool
1987-11-19,full,54.75,cool
1987-11-19,rolling20y,62.06,cool
1987-11-20,full,54.83,cool
1987-11-20,rolling20y,62.13,cool
1987-11-23,full,54.83,cool
1987-11-23,rolling20y,62.13,cool
1987-11-24,full,54.62,cool
1987-11-24,rolling20y,61.93,cool
1987-11-25,full,54.4,cool
1987-11-25,rolling20y,61.7,cool
1987-11-26,full,54.4,cool
1987-11-26,rolling20y,61.7,cool
1987-11-27,full,54.27,cool
1987-11-27,rolling20y,61.57,cool
1987-11-30,full,54.2,cool
1987-11-30,rolling20y,61.51,cool
1987-12-01,full,53.65,cool
1987-12-01,rolling20y,60.85,cool
1987-12-02,full,53.7,cool
1987-12-02,rolling20y,60.91,cool
1987-12-03,full,53.7,cool
1987-12-03,rolling20y,60.91,cool
1987-12-04,full,53.7,cool
1987-12-04,rolling20y,60.91,cool
1987-12-07,full,53.75,cool
1987-12-07,rolling20y,60.95,cool
1987-12-08,full,53.75,cool
1987-12-08,rolling20y,60.95,cool
1987-12-09,full,53.96,cool
1987-12-09,rolling20y,61.17,cool
1987-12-10,full,53.67,cool
1987-12-10,rolling20y,60.88,cool
1987-12-11,full,53.58,cool
1987-12-11,rolling20y,60.78,cool
1987-12-14,full,53.71,cool
1987-12-14,rolling20y,60.92,cool
1987-12-15,full,53.97,cool
1987-12-15,rolling20y,61.18,cool
1987-12-16,full,54.36,cool
1987-12-16,rolling20y,61.57,cool
1987-12-17,full,54.17,cool
1987-12-17,rolling20y,61.37,cool
1987-12-18,full,54.63,cool
1987-12-18,rolling20y,61.84,cool
1987-12-21,full,54.89,cool
1987-12-21,rolling20y,62.09,cool
1987-12-22,full,54.89,cool
1987-12-22,rolling20y,62.09,cool
1987-12-23,full,55.2,cool
1987-12-23,rolling20y,62.4,cool
1987-12-24,full,55.25,cool
1987-12-24,rolling20y,62.45,cool
1987-12-25,full,55.25,cool
1987-12-25,rolling20y,62.45,cool
1987-12-28,full,55.06,cool
1987-12-28,rolling20y,62.27,cool
1987-12-29,full,55.25,cool
1987-12-29,rolling20y,62.45,cool
1987-12-30,full,54.98,cool
1987-12-30,rolling20y,62.18,cool
1987-12-31,full,54.7,cool
1987-12-31,rolling20y,61.91,cool
1988-01-01,full,56.72,cool
1988-01-01,rolling20y,65.25,warm
1988-01-04,full,56.72,cool
1988-01-04,rolling20y,65.25,warm
1988-01-05,full,57.23,cool
1988-01-05,rolling20y,65.75,warm
1988-01-06,full,57.0,cool
1988-01-06,rolling20y,65.53,warm
1988-01-07,full,56.91,cool
1988-01-07,rolling20y,65.44,warm
1988-01-08,full,56.81,cool
1988-01-08,rolling20y,65.34,warm
1988-01-11,full,56.18,cool
1988-01-11,rolling20y,64.71,warm
1988-01-12,full,56.26,cool
1988-01-12,rolling20y,64.79,warm
1988-01-13,full,56.38,cool
1988-01-13,rolling20y,64.91,warm
1988-01-14,full,56.44,cool
1988-01-14,rolling20y,64.96,warm
1988-01-15,full,57.29,cool
1988-01-15,rolling20y,65.82,warm
1988-01-18,full,57.29,cool
1988-01-18,rolling20y,65.82,warm
1988-01-19,full,57.29,cool
1988-01-19,rolling20y,65.82,warm
1988-01-20,full,57.1,cool
1988-01-20,rolling20y,65.63,warm
1988-01-21,full,57.18,cool
1988-01-21,rolling20y,65.71,warm
1988-01-22,full,57.37,cool
1988-01-22,rolling20y,65.89,warm
1988-01-25,full,57.51,cool
1988-01-25,rolling20y,66.04,warm
1988-01-26,full,57.37,cool
1988-01-26,rolling20y,65.89,warm
1988-01-27,full,57.18,cool
1988-01-27,rolling20y,65.71,warm
1988-01-28,full,56.91,cool
1988-01-28,rolling20y,65.44,warm
1988-01-29,full,56.92,cool
1988-01-29,rolling20y,65.44,warm
1988-02-01,full,57.85,cool
1988-02-01,rolling20y,66.15,warm
1988-02-02,full,58.38,cool
1988-02-02,rolling20y,66.68,warm
1988-02-03,full,58.38,cool
1988-02-03,rolling20y,66.68,warm
1988-02-04,full,58.18,cool
1988-02-04,rolling20y,66.48,warm
1988-02-05,full,58.03,cool
1988-02-05,rolling20y,66.33,warm
1988-02-08,full,57.94,cool
1988-02-08,rolling20y,66.24,warm
1988-02-09,full,57.84,cool
1988-02-09,rolling20y,66.14,warm
1988-02-10,full,57.84,cool
1988-02-10,rolling20y,66.14,warm
1988-02-11,full,57.85,cool
1988-02-11,rolling20y,66.15,warm
1988-02-12,full,57.65,cool
1988-02-12,rolling20y,65.95,warm
1988-02-15,full,57.65,cool
1988-02-15,rolling20y,65.95,warm
1988-02-16,full,57.74,cool
1988-02-16,rolling20y,66.04,warm
1988-02-17,full,57.5,cool
1988-02-17,rolling20y,65.8,warm
1988-02-18,full,57.74,cool
1988-02-18,rolling20y,66.04,warm
1988-02-19,full,57.75,cool
1988-02-19,rolling20y,66.05,warm
1988-02-22,full,57.86,cool
1988-02-22,rolling20y,66.16,warm
1988-02-23,full,58.14,cool
1988-02-23,rolling20y,66.44,warm
1988-02-24,full,57.96,cool
1988-02-24,rolling20y,66.26,warm
1988-02-25,full,57.65,cool
1988-02-25,rolling20y,65.95,warm
1988-02-26,full,58.06,cool
1988-02-26,rolling20y,66.36,warm
1988-02-29,full,57.96,cool
1988-02-29,rolling20y,66.26,warm
1988-03-01,full,58.66,cool
1988-03-01,rolling20y,66.55,warm
1988-03-02,full,58.45,cool
1988-03-02,rolling20y,66.33,warm
1988-03-03,full,58.66,cool
1988-03-03,rolling20y,66.55,warm
1988-03-04,full,58.29,cool
1988-03-04,rolling20y,66.18,warm
1988-03-07,full,58.29,cool
1988-03-07,rolling20y,66.18,warm
1988-03-08,full,58.29,cool
1988-03-08,rolling20y,66.18,warm
1988-03-09,full,58.15,cool
1988-03-09,rolling20y,66.03,warm
1988-03-10,full,58.15,cool
1988-03-10,rolling20y,66.03,warm
1988-03-11,full,58.22,cool
1988-03-11,rolling20y,66.11,warm
1988-03-14,full,58.22,cool
1988-03-14,rolling20y,66.11,warm
1988-03-15,full,58.09,cool
1988-03-15,rolling20y,65.97,warm
1988-03-16,full,58.03,cool
1988-03-16,rolling20y,65.92,warm
1988-03-17,full,57.97,cool
1988-03-17,rolling20y,65.85,warm
1988-03-18,full,57.63,cool
1988-03-18,rolling20y,65.52,warm
1988-03-21,full,57.81,cool
1988-03-21,rolling20y,65.7,warm
1988-03-22,full,57.97,cool
1988-03-22,rolling20y,65.86,warm
1988-03-23,full,58.32,cool
1988-03-23,rolling20y,66.2,warm
1988-03-24,full,58.58,cool
1988-03-24,rolling20y,66.47,warm
1988-03-25,full,58.48,cool
1988-03-25,rolling20y,66.37,warm
1988-03-28,full,57.76,cool
1988-03-28,rolling20y,65.64,warm
1988-03-29,full,57.89,cool
1988-03-29,rolling20y,65.78,warm
1988-03-30,full,57.89,cool
1988-03-30,rolling20y,65.78,warm
1988-03-31,full,57.76,cool
1988-03-31,rolling20y,65.64,warm
1988-04-01,full,57.67,cool
1988-04-01,rolling20y,66.48,warm
1988-04-04,full,58.08,cool
1988-04-04,rolling20y,66.89,warm
1988-04-05,full,58.32,cool
1988-04-05,rolling20y,67.13,warm
1988-04-06,full,58.62,cool
1988-04-06,rolling20y,67.43,warm
1988-04-07,full,58.4,cool
1988-04-07,rolling20y,67.21,warm
1988-04-08,full,58.51,cool
1988-04-08,rolling20y,67.32,warm
1988-04-11,full,58.15,cool
1988-04-11,rolling20y,66.96,warm
1988-04-12,full,58.24,cool
1988-04-12,rolling20y,67.05,warm
1988-04-13,full,58.02,cool
1988-04-13,rolling20y,66.82,warm
1988-04-14,full,58.02,cool
1988-04-14,rolling20y,66.83,warm
1988-04-15,full,57.8,cool
1988-04-15,rolling20y,66.61,warm
1988-04-18,full,57.39,cool
1988-04-18,rolling20y,66.2,warm
1988-04-19,full,57.28,cool
1988-04-19,rolling20y,66.09,warm
1988-04-20,full,57.54,cool
1988-04-20,rolling20y,66.35,warm
1988-04-21,full,57.54,cool
1988-04-21,rolling20y,66.35,warm
1988-04-22,full,57.81,cool
1988-04-22,rolling20y,66.62,warm
1988-04-25,full,57.82,cool
1988-04-25,rolling20y,66.62,warm
1988-04-26,full,57.67,cool
1988-04-26,rolling20y,66.48,warm
1988-04-27,full,57.61,cool
1988-04-27,rolling20y,66.42,warm
1988-04-28,full,57.61,cool
1988-04-28,rolling20y,66.42,warm
