date,window,pillar,score
1991-11-22,full,liquidity,28.81
1991-11-22,full,valuation,73.34
1991-11-22,rolling20y,leverage,88.75
1991-11-22,rolling20y,liquidity,27.5
1991-11-22,rolling20y,valuation,94.17
1991-11-25,full,leverage,94.55
1991-11-25,full,liquidity,28.82
1991-11-25,full,valuation,73.34
1991-11-25,rolling20y,leverage,88.75
1991-11-25,rolling20y,liquidity,27.5
1991-11-25,rolling20y,valuation,94.17
1991-11-26,full,leverage,94.55
1991-11-26,full,liquidity,28.81
1991-11-26,full,valuation,73.34
1991-11-26,rolling20y,leverage,88.75
1991-11-26,rolling20y,liquidity,27.5
1991-11-26,rolling20y,valuation,94.17
1991-11-27,full,leverage,94.55
1991-11-27,full,liquidity,28.81
1991-11-27,full,valuation,73.34
1991-11-27,rolling20y,leverage,88.75
1991-11-27,rolling20y,liquidity,27.5
1991-11-27,rolling20y,valuation,94.17
1991-11-28,full,leverage,94.55
1991-11-28,full,liquidity,28.81
1991-11-28,full,valuation,73.34
1991-11-28,rolling20y,leverage,88.75
1991-11-28,rolling20y,liquidity,27.5
1991-11-28,rolling20y,valuation,94.17
1991-11-29,full,leverage,94.55
1991-11-29,full,liquidity,28.81
1991-11-29,full,valuation,73.34
1991-11-29,rolling20y,leverage,88.75
1991-11-29,rolling20y,liquidity,27.5
1991-11-29,rolling20y,valuation,94.17
1991-12-02,full,leverage,94.55
1991-12-02,full,liquidity,29.32
1991-12-02,full,valuation,73.84
1991-12-02,rolling20y,leverage,88.75
1991-12-02,rolling20y,liquidity,27.79
1991-12-02,rolling20y,valuation,95.0
1991-12-03,full,leverage,94.55
1991-12-03,full,liquidity,29.32
1991-12-03,full,valuation,73.84
1991-12-03,rolling20y,leverage,88.75
1991-12-03,rolling20y,liquidity,27.8
1991-12-03,rolling20y,valuation,95.0
1991-12-04,full,leverage,94.55
1991-12-04,full,liquidity,29.36
1991-12-04,full,valuation,73.84
1991-12-04,rolling20y,leverage,88.75
1991-12-04,rolling20y,liquidity,27.83
1991-12-04,rolling20y,valuation,95.0
1991-12-05,full,leverage,94.55
1991-12-05,full,liquidity,29.33
1991-12-05,full,valuation,73.84
1991-12-05,rolling20y,leverage,88.75
1991-12-05,rolling20y,liquidity,27.8
1991-12-05,rolling20y,valuation,95.0
1991-12-06,full,leverage,94.55
1991-12-06,full,liquidity,29.3
1991-12-06,full,valuation,73.84
1991-12-06,rolling20y,leverage,88.75
1991-12-06,rolling20y,liquidity,27.78
1991-12-06,rolling20y,valuation,95.0
1991-12-09,full,leverage,94.55
1991-12-09,full,liquidity,29.3
1991-12-09,full,valuation,73.84
1991-12-09,rolling20y,leverage,88.75
1991-12-09,rolling20y,liquidity,27.78
1991-12-09,rolling20y,valuation,95.0
1991-12-10,full,leverage,94.55
1991-12-10,full,liquidity,29.3
1991-12-10,full,valuation,73.84
1991-12-10,rolling20y,leverage,88.75
1991-12-10,rolling20y,liquidity,27.78
1991-12-10,rolling20y,valuation,95.0
1991-12-11,full,leverage,94.55
1991-12-11,full,liquidity,29.3
1991-12-11,full,valuation,73.84
1991-12-11,rolling20y,leverage,88.75
1991-12-11,rolling20y,liquidity,27.78
1991-12-11,rolling20y,valuation,95.0
1991-12-12,full,leverage,94.55
1991-12-12,full,liquidity,29.33
1991-12-12,full,valuation,73.84
1991-12-12,rolling20y,leverage,88.75
1991-12-12,rolling20y,liquidity,27.8
1991-12-12,rolling20y,valuation,95.0
1991-12-13,full,leverage,94.55
1991-12-13,full,liquidity,29.33
1991-12-13,full,valuation,73.84
1991-12-13,rolling20y,leverage,88.75
1991-12-13,rolling20y,liquidity,27.8
1991-12-13,rolling20y,valuation,95.0
1991-12-16,full,leverage,94.55
1991-12-16,full,liquidity,29.31
1991-12-16,full,valuation,73.84
1991-12-16,rolling20y,leverage,88.75
1991-12-16,rolling20y,liquidity,27.79
1991-12-16,rolling20y,valuation,95.0
1991-12-17,full,leverage,94.55
1991-12-17,full,liquidity,29.31
1991-12-17,full,valuation,73.84
1991-12-17,rolling20y,leverage,88.75
1991-12-17,rolling20y,liquidity,27.79
1991-12-17,rolling20y,valuation,95.0
1991-12-18,full,leverage,94.55
1991-12-18,full,liquidity,29.36
1991-12-18,full,valuation,73.84
1991-12-18,rolling20y,leverage,88.75
1991-12-18,rolling20y,liquidity,27.84
1991-12-18,rolling20y,valuation,95.0
1991-12-19,full,leverage,94.55
1991-12-19,full,liquidity,29.38
1991-12-19,full,valuation,73.84
1991-12-19,rolling20y,leverage,88.75
1991-12-19,rolling20y,liquidity,27.86
1991-12-19,rolling20y,valuation,95.0
1991-12-20,full,leverage,94.55
1991-12-20,full,liquidity,29.31
1991-12-20,full,valuation,73.84
1991-12-20,rolling20y,leverage,88.75
1991-12-20,rolling20y,liquidity,27.79
1991-12-20,rolling20y,valuation,95.0
1991-12-23,full,leverage,94.55
1991-12-23,full,liquidity,29.37
1991-12-23,full,valuation,73.84
1991-12-23,rolling20y,leverage,88.75
1991-12-23,rolling20y,liquidity,27.85
1991-12-23,rolling20y,valuation,95.0
1991-12-24,full,leverage,94.55
1991-12-24,full,liquidity,29.41
1991-12-24,full,valuation,73.84
1991-12-24,rolling20y,leverage,88.75
1991-12-24,rolling20y,liquidity,27.88
1991-12-24,rolling20y,valuation,95.0
1991-12-25,full,leverage,94.55
1991-12-25,full,liquidity,29.41
1991-12-25,full,valuation,73.84
1991-12-25,rolling20y,leverage,88.75
1991-12-25,rolling20y,liquidity,27.88
1991-12-25,rolling20y,valuation,95.0
1991-12-26,full,leverage,94.55
1991-12-26,full,liquidity,29.42
1991-12-26,full,valuation,73.84
1991-12-26,rolling20y,leverage,88.75
1991-12-26,rolling20y,liquidity,27.89
1991-12-26,rolling20y,valuation,95.0
1991-12-27,full,leverage,94.55
1991-12-27,full,liquidity,29.47
1991-12-27,full,valuation,73.84
1991-12-27,rolling20y,leverage,88.75
1991-12-27,rolling20y,liquidity,27.95
1991-12-27,rolling20y,valuation,95.0
1991-12-30,full,leverage,94.55
1991-12-30,full,liquidity,29.48
1991-12-30,full,valuation,73.84
1991-12-30,rolling20y,leverage,88.75
1991-12-30,rolling20y,liquidity,27.96
1991-12-30,rolling20y,valuation,95.0
1991-12-31,full,leverage,94.55
1991-12-31,full,liquidity,29.52
1991-12-31,full,valuation,73.84
1991-12-31,rolling20y,leverage,88.75
1991-12-31,rolling20y,liquidity,27.99
1991-12-31,rolling20y,valuation,95.0
1992-01-01,full,leverage,93.67
1992-01-01,full,liquidity,29.1
1992-01-01,full,valuation,76.3
1992-01-01,rolling20y,leverage,86.88
1992-01-01,rolling20y,liquidity,27.71
1992-01-01,rolling20y,valuation,95.62
1992-01-02,full,leverage,93.67
1992-01-02,full,liquidity,28.99
1992-01-02,full,valuation,76.3
1992-01-02,rolling20y,leverage,86.88
1992-01-02,rolling20y,liquidity,27.61
1992-01-02,rolling20y,valuation,95.62
1992-01-03,full,leverage,93.67
1992-01-03,full,liquidity,28.98
1992-01-03,full,valuation,76.3
1992-01-03,rolling20y,leverage,86.88
1992-01-03,rolling20y,liquidity,27.6
1992-01-03,rolling20y,valuation,95.62
1992-01-06,full,leverage,93.67
1992-01-06,full,liquidity,25.18
1992-01-06,full,valuation,76.3
1992-01-06,rolling20y,leverage,86.88
1992-01-06,rolling20y,liquidity,27.6
1992-01-06,rolling20y,valuation,95.62
1992-01-07,full,leverage,93.67
1992-01-07,full,liquidity,25.02
1992-01-07,full,valuation,76.3
1992-01-07,rolling20y,leverage,86.88
1992-01-07,rolling20y,liquidity,27.57
1992-01-07,rolling20y,valuation,95.62
1992-01-08,full,leverage,93.67
1992-01-08,full,liquidity,24.62
1992-01-08,full,valuation,76.3
1992-01-08,rolling20y,leverage,86.88
1992-01-08,rolling20y,liquidity,27.57
1992-01-08,rolling20y,valuation,95.62
1992-01-09,full,leverage,93.67
1992-01-09,full,liquidity,24.96
1992-01-09,full,valuation,76.3
1992-01-09,rolling20y,leverage,86.88
1992-01-09,rolling20y,liquidity,27.65
1992-01-09,rolling20y,valuation,95.62
1992-01-10,full,leverage,93.67
1992-01-10,full,liquidity,24.89
1992-01-10,full,valuation,76.3
1992-01-10,rolling20y,leverage,86.88
1992-01-10,rolling20y,liquidity,27.67
1992-01-10,rolling20y,valuation,95.62
1992-01-13,full,leverage,93.67
1992-01-13,full,liquidity,24.34
1992-01-13,full,valuation,76.3
1992-01-13,rolling20y,leverage,86.88
1992-01-13,rolling20y,liquidity,27.71
1992-01-13,rolling20y,valuation,95.62
1992-01-14,full,leverage,93.67
1992-01-14,full,liquidity,23.63
1992-01-14,full,valuation,76.3
1992-01-14,rolling20y,leverage,86.88
1992-01-14,rolling20y,liquidity,27.65
1992-01-14,rolling20y,valuation,95.62
1992-01-15,full,leverage,93.67
1992-01-15,full,liquidity,23.71
1992-01-15,full,valuation,76.3
1992-01-15,rolling20y,leverage,86.88
1992-01-15,rolling20y,liquidity,27.74
1992-01-15,rolling20y,valuation,95.62
1992-01-16,full,leverage,93.67
1992-01-16,full,liquidity,22.99
1992-01-16,full,valuation,76.3
1992-01-16,rolling20y,leverage,86.88
1992-01-16,rolling20y,liquidity,27.62
1992-01-16,rolling20y,valuation,95.62
1992-01-17,full,leverage,93.67
1992-01-17,full,liquidity,23.16
1992-01-17,full,valuation,76.3
1992-01-17,rolling20y,leverage,86.88
1992-01-17,rolling20y,liquidity,27.61
1992-01-17,rolling20y,valuation,95.62
1992-01-20,full,leverage,93.67
1992-01-20,full,liquidity,23.16
1992-01-20,full,valuation,76.3
1992-01-20,rolling20y,leverage,86.88
1992-01-20,rolling20y,liquidity,27.61
1992-01-20,rolling20y,valuation,95.62
1992-01-21,full,leverage,93.67
1992-01-21,full,liquidity,23.32
1992-01-21,full,valuation,76.3
1992-01-21,rolling20y,leverage,86.88
1992-01-21,rolling20y,liquidity,27.63
1992-01-21,rolling20y,valuation,95.62
1992-01-22,full,leverage,93.67
1992-01-22,full,liquidity,22.93
1992-01-22,full,valuation,76.3
1992-01-22,rolling20y,leverage,86.88
1992-01-22,rolling20y,liquidity,27.54
1992-01-22,rolling20y,valuation,95.62
1992-01-23,full,leverage,93.67
1992-01-23,full,liquidity,22.65
1992-01-23,full,valuation,76.3
1992-01-23,rolling20y,leverage,86.88
1992-01-23,rolling20y,liquidity,27.5
1992-01-23,rolling20y,valuation,95.62
1992-01-24,full,leverage,93.67
1992-01-24,full,liquidity,22.69
1992-01-24,full,valuation,76.3
1992-01-24,rolling20y,leverage,86.88
1992-01-24,rolling20y,liquidity,27.59
1992-01-24,rolling20y,valuation,95.62
1992-01-27,full,leverage,93.67
1992-01-27,full,liquidity,22.79
1992-01-27,full,valuation,76.3
1992-01-27,rolling20y,leverage,86.88
1992-01-27,rolling20y,liquidity,27.61
1992-01-27,rolling20y,valuation,95.62
1992-01-28,full,leverage,93.67
1992-01-28,full,liquidity,23.1
1992-01-28,full,valuation,76.3
1992-01-28,rolling20y,leverage,86.88
1992-01-28,rolling20y,liquidity,27.67
1992-01-28,rolling20y,valuation,95.62
1992-01-29,full,leverage,93.67
1992-01-29,full,liquidity,22.84
1992-01-29,full,valuation,76.3
1992-01-29,rolling20y,leverage,86.88
1992-01-29,rolling20y,liquidity,27.6
1992-01-29,rolling20y,valuation,95.62
1992-01-30,full,leverage,93.67
1992-01-30,full,liquidity,22.56
1992-01-30,full,valuation,76.3
1992-01-30,rolling20y,leverage,86.88
1992-01-30,rolling20y,liquidity,27.55
1992-01-30,rolling20y,valuation,95.62
1992-01-31,full,leverage,93.67
1992-01-31,full,liquidity,22.54
1992-01-31,full,valuation,76.3
1992-01-31,rolling20y,leverage,86.88
1992-01-31,rolling20y,liquidity,27.5
1992-01-31,rolling20y,valuation,95.62
1992-02-03,full,leverage,93.67
1992-02-03,full,liquidity,21.82
1992-02-03,full,valuation,75.93
1992-02-03,rolling20y,leverage,86.88
1992-02-03,rolling20y,liquidity,26.94
1992-02-03,rolling20y,valuation,95.42
1992-02-04,full,leverage,93.67
1992-02-04,full,liquidity,21.99
1992-02-04,full,valuation,75.93
1992-02-04,rolling20y,leverage,86.88
1992-02-04,rolling20y,liquidity,26.98
1992-02-04,rolling20y,valuation,95.42
1992-02-05,full,leverage,93.67
1992-02-05,full,liquidity,22.28
1992-02-05,full,valuation,75.93
1992-02-05,rolling20y,leverage,86.88
1992-02-05,rolling20y,liquidity,21.48
1992-02-05,rolling20y,valuation,95.42
1992-02-06,full,leverage,93.67
1992-02-06,full,liquidity,22.2
1992-02-06,full,valuation,75.93
1992-02-06,rolling20y,leverage,86.88
1992-02-06,rolling20y,liquidity,21.4
1992-02-06,rolling20y,valuation,95.42
1992-02-07,full,leverage,93.67
1992-02-07,full,liquidity,21.93
1992-02-07,full,valuation,75.93
1992-02-07,rolling20y,leverage,86.88
1992-02-07,rolling20y,liquidity,21.13
1992-02-07,rolling20y,valuation,95.42
1992-02-10,full,leverage,93.67
1992-02-10,full,liquidity,21.88
1992-02-10,full,valuation,75.93
1992-02-10,rolling20y,leverage,86.88
1992-02-10,rolling20y,liquidity,21.08
1992-02-10,rolling20y,valuation,95.42
1992-02-11,full,leverage,93.67
1992-02-11,full,liquidity,21.9
1992-02-11,full,valuation,75.93
1992-02-11,rolling20y,leverage,86.88
1992-02-11,rolling20y,liquidity,21.1
1992-02-11,rolling20y,valuation,95.42
1992-02-12,full,leverage,93.67
1992-02-12,full,liquidity,21.74
1992-02-12,full,valuation,75.93
1992-02-12,rolling20y,leverage,86.88
1992-02-12,rolling20y,liquidity,20.95
1992-02-12,rolling20y,valuation,95.42
1992-02-13,full,leverage,93.67
1992-02-13,full,liquidity,21.69
1992-02-13,full,valuation,75.93
1992-02-13,rolling20y,leverage,86.88
1992-02-13,rolling20y,liquidity,20.89
1992-02-13,rolling20y,valuation,95.42
1992-02-14,full,leverage,93.67
1992-02-14,full,liquidity,21.71
1992-02-14,full,valuation,75.93
1992-02-14,rolling20y,leverage,86.88
1992-02-14,rolling20y,liquidity,20.91
1992-02-14,rolling20y,valuation,95.42
1992-02-17,full,leverage,93.67
1992-02-17,full,liquidity,21.71
1992-02-17,full,valuation,75.93
1992-02-17,rolling20y,leverage,86.88
1992-02-17,rolling20y,liquidity,20.91
1992-02-17,rolling20y,valuation,95.42
1992-02-18,full,leverage,93.67
1992-02-18,full,liquidity,21.58
1992-02-18,full,valuation,75.93
1992-02-18,rolling20y,leverage,86.88
1992-02-18,rolling20y,liquidity,20.78
1992-02-18,rolling20y,valuation,95.42
1992-02-19,full,leverage,93.67
1992-02-19,full,liquidity,21.85
1992-02-19,full,valuation,75.93
1992-02-19,rolling20y,leverage,86.88
1992-02-19,rolling20y,liquidity,21.05
1992-02-19,rolling20y,valuation,95.42
1992-02-20,full,leverage,93.67
1992-02-20,full,liquidity,21.98
1992-02-20,full,valuation,75.93
1992-02-20,rolling20y,leverage,86.88
1992-02-20,rolling20y,liquidity,21.18
1992-02-20,rolling20y,valuation,95.42
1992-02-21,full,leverage,93.67
1992-02-21,full,liquidity,22.16
1992-02-21,full,valuation,75.93
1992-02-21,rolling20y,leverage,86.88
1992-02-21,rolling20y,liquidity,21.36
1992-02-21,rolling20y,valuation,95.42
1992-02-24,full,leverage,93.67
1992-02-24,full,liquidity,22.16
1992-02-24,full,valuation,75.93
1992-02-24,rolling20y,leverage,86.88
1992-02-24,rolling20y,liquidity,21.36
1992-02-24,rolling20y,valuation,95.42
1992-02-25,full,leverage,93.67
1992-02-25,full,liquidity,22.27
1992-02-25,full,valuation,75.93
1992-02-25,rolling20y,leverage,86.88
1992-02-25,rolling20y,liquidity,21.48
1992-02-25,rolling20y,valuation,95.42
1992-02-26,full,leverage,93.67
1992-02-26,full,liquidity,22.68
1992-02-26,full,valuation,75.93
1992-02-26,rolling20y,leverage,86.88
1992-02-26,rolling20y,liquidity,21.88
1992-02-26,rolling20y,valuation,95.42
1992-02-27,full,leverage,93.67
1992-02-27,full,liquidity,22.49
1992-02-27,full,valuation,75.93
1992-02-27,rolling20y,leverage,86.88
1992-02-27,rolling20y,liquidity,21.69
1992-02-27,rolling20y,valuation,95.42
1992-02-28,full,leverage,93.67
1992-02-28,full,liquidity,22.79
1992-02-28,full,valuation,75.93
1992-02-28,rolling20y,leverage,86.88
1992-02-28,rolling20y,liquidity,21.99
1992-02-28,rolling20y,valuation,95.42
1992-03-02,full,leverage,93.67
1992-03-02,full,liquidity,23.02
1992-03-02,full,valuation,75.42
1992-03-02,rolling20y,leverage,86.88
1992-03-02,rolling20y,liquidity,22.31
1992-03-02,rolling20y,valuation,95.21
1992-03-03,full,leverage,93.67
1992-03-03,full,liquidity,22.79
1992-03-03,full,valuation,75.42
1992-03-03,rolling20y,leverage,86.88
1992-03-03,rolling20y,liquidity,22.09
1992-03-03,rolling20y,valuation,95.21
1992-03-04,full,leverage,93.67
1992-03-04,full,liquidity,22.78
1992-03-04,full,valuation,75.42
1992-03-04,rolling20y,leverage,86.88
1992-03-04,rolling20y,liquidity,22.08
1992-03-04,rolling20y,valuation,95.21
1992-03-05,full,leverage,93.67
1992-03-05,full,liquidity,22.55
1992-03-05,full,valuation,75.42
1992-03-05,rolling20y,leverage,86.88
1992-03-05,rolling20y,liquidity,21.85
1992-03-05,rolling20y,valuation,95.21
1992-03-06,full,leverage,93.67
1992-03-06,full,liquidity,22.69
1992-03-06,full,valuation,75.42
1992-03-06,rolling20y,leverage,86.88
1992-03-06,rolling20y,liquidity,21.99
1992-03-06,rolling20y,valuation,95.21
1992-03-09,full,leverage,93.67
1992-03-09,full,liquidity,22.77
1992-03-09,full,valuation,75.42
1992-03-09,rolling20y,leverage,86.88
1992-03-09,rolling20y,liquidity,22.06
1992-03-09,rolling20y,valuation,95.21
1992-03-10,full,leverage,93.67
1992-03-10,full,liquidity,22.79
1992-03-10,full,valuation,75.42
1992-03-10,rolling20y,leverage,86.88
1992-03-10,rolling20y,liquidity,22.09
1992-03-10,rolling20y,valuation,95.21
1992-03-11,full,leverage,93.67
1992-03-11,full,liquidity,22.43
1992-03-11,full,valuation,75.42
1992-03-11,rolling20y,leverage,86.88
1992-03-11,rolling20y,liquidity,21.73
1992-03-11,rolling20y,valuation,95.21
1992-03-12,full,leverage,93.67
1992-03-12,full,liquidity,22.28
1992-03-12,full,valuation,75.42
1992-03-12,rolling20y,leverage,86.88
1992-03-12,rolling20y,liquidity,21.58
1992-03-12,rolling20y,valuation,95.21
1992-03-13,full,leverage,93.67
1992-03-13,full,liquidity,22.19
1992-03-13,full,valuation,75.42
1992-03-13,rolling20y,leverage,86.88
1992-03-13,rolling20y,liquidity,21.49
1992-03-13,rolling20y,valuation,95.21
1992-03-16,full,leverage,93.67
1992-03-16,full,liquidity,22.31
1992-03-16,full,valuation,75.42
1992-03-16,rolling20y,leverage,86.88
1992-03-16,rolling20y,liquidity,21.61
1992-03-16,rolling20y,valuation,95.21
1992-03-17,full,leverage,93.67
1992-03-17,full,liquidity,22.43
1992-03-17,full,valuation,75.42
1992-03-17,rolling20y,leverage,86.88
1992-03-17,rolling20y,liquidity,21.73
1992-03-17,rolling20y,valuation,95.21
1992-03-18,full,leverage,93.67
1992-03-18,full,liquidity,22.44
1992-03-18,full,valuation,75.42
1992-03-18,rolling20y,leverage,86.88
1992-03-18,rolling20y,liquidity,21.74
1992-03-18,rolling20y,valuation,95.21
1992-03-19,full,leverage,93.67
1992-03-19,full,liquidity,22.57
1992-03-19,full,valuation,75.42
1992-03-19,rolling20y,leverage,86.88
1992-03-19,rolling20y,liquidity,21.87
1992-03-19,rolling20y,valuation,95.21
1992-03-20,full,leverage,93.67
1992-03-20,full,liquidity,22.42
1992-03-20,full,valuation,75.42
1992-03-20,rolling20y,leverage,86.88
1992-03-20,rolling20y,liquidity,21.72
1992-03-20,rolling20y,valuation,95.21
1992-03-23,full,leverage,93.67
1992-03-23,full,liquidity,22.55
1992-03-23,full,valuation,75.42
1992-03-23,rolling20y,leverage,86.88
1992-03-23,rolling20y,liquidity,21.85
1992-03-23,rolling20y,valuation,95.21
1992-03-24,full,leverage,93.67
1992-03-24,full,liquidity,22.77
1992-03-24,full,valuation,75.42
1992-03-24,rolling20y,leverage,86.88
1992-03-24,rolling20y,liquidity,22.07
1992-03-24,rolling20y,valuation,95.21
1992-03-25,full,leverage,93.67
1992-03-25,full,liquidity,22.56
1992-03-25,full,valuation,75.42
1992-03-25,rolling20y,leverage,86.88
1992-03-25,rolling20y,liquidity,21.86
1992-03-25,rolling20y,valuation,95.21
1992-03-26,full,leverage,93.67
1992-03-26,full,liquidity,22.38
1992-03-26,full,valuation,75.42
1992-03-26,rolling20y,leverage,86.88
1992-03-26,rolling20y,liquidity,21.68
1992-03-26,rolling20y,valuation,95.21
1992-03-27,full,leverage,93.67
1992-03-27,full,liquidity,22.52
1992-03-27,full,valuation,75.42
1992-03-27,rolling20y,leverage,86.88
1992-03-27,rolling20y,liquidity,21.81
1992-03-27,rolling20y,valuation,95.21
1992-03-30,full,leverage,93.67
1992-03-30,full,liquidity,22.62
1992-03-30,full,valuation,75.42
1992-03-30,rolling20y,leverage,86.88
1992-03-30,rolling20y,liquidity,21.92
1992-03-30,rolling20y,valuation,95.21
1992-03-31,full,leverage,93.67
1992-03-31,full,liquidity,22.57
1992-03-31,full,valuation,75.42
1992-03-31,rolling20y,leverage,86.88
1992-03-31,rolling20y,liquidity,21.86
1992-03-31,rolling20y,valuation,95.21
1992-04-01,full,leverage,91.92
1992-04-01,full,liquidity,23.27
1992-04-01,full,valuation,74.96
1992-04-01,rolling20y,leverage,83.12
1992-04-01,rolling20y,liquidity,22.5
1992-04-01,rolling20y,valuation,94.58
1992-04-02,full,leverage,91.92
1992-04-02,full,liquidity,23.29
1992-04-02,full,valuation,74.96
1992-04-02,rolling20y,leverage,83.12
1992-04-02,rolling20y,liquidity,22.52
1992-04-02,rolling20y,valuation,94.58
1992-04-03,full,leverage,91.92
1992-04-03,full,liquidity,23.03
1992-04-03,full,valuation,74.96
1992-04-03,rolling20y,leverage,83.12
1992-04-03,rolling20y,liquidity,22.26
1992-04-03,rolling20y,valuation,94.58
1992-04-06,full,leverage,91.92
1992-04-06,full,liquidity,22.94
1992-04-06,full,valuation,74.96
1992-04-06,rolling20y,leverage,83.12
1992-04-06,rolling20y,liquidity,22.17
1992-04-06,rolling20y,valuation,94.58
1992-04-07,full,leverage,91.92
1992-04-07,full,liquidity,22.64
1992-04-07,full,valuation,74.96
1992-04-07,rolling20y,leverage,83.12
1992-04-07,rolling20y,liquidity,21.87
1992-04-07,rolling20y,valuation,94.58
1992-04-08,full,leverage,91.92
1992-04-08,full,liquidity,22.51
1992-04-08,full,valuation,74.96
1992-04-08,rolling20y,leverage,83.12
1992-04-08,rolling20y,liquidity,21.74
1992-04-08,rolling20y,valuation,94.58
1992-04-09,full,leverage,91.92
1992-04-09,full,liquidity,22.08
1992-04-09,full,valuation,74.96
1992-04-09,rolling20y,leverage,83.12
1992-04-09,rolling20y,liquidity,21.31
1992-04-09,rolling20y,valuation,94.58
1992-04-10,full,leverage,91.92
1992-04-10,full,liquidity,22.08
1992-04-10,full,valuation,74.96
1992-04-10,rolling20y,leverage,83.12
1992-04-10,rolling20y,liquidity,21.31
1992-04-10,rolling20y,valuation,94.58
1992-04-13,full,leverage,91.92
1992-04-13,full,liquidity,22.08
1992-04-13,full,valuation,74.96
1992-04-13,rolling20y,leverage,83.12
1992-04-13,rolling20y,liquidity,21.3
1992-04-13,rolling20y,valuation,94.58
1992-04-14,full,leverage,91.92
1992-04-14,full,liquidity,22.08
1992-04-14,full,valuation,74.96
1992-04-14,rolling20y,leverage,83.12
1992-04-14,rolling20y,liquidity,21.31
1992-04-14,rolling20y,valuation,94.58
1992-04-15,full,leverage,91.92
1992-04-15,full,liquidity,22.14
1992-04-15,full,valuation,74.96
1992-04-15,rolling20y,leverage,83.12
1992-04-15,rolling20y,liquidity,21.37
1992-04-15,rolling20y,valuation,94.58
1992-04-16,full,leverage,91.92
1992-04-16,full,liquidity,22.2
1992-04-16,full,valuation,74.96
1992-04-16,rolling20y,leverage,83.12
1992-04-16,rolling20y,liquidity,21.43
1992-04-16,rolling20y,valuation,94.58
1992-04-17,full,leverage,91.92
1992-04-17,full,liquidity,22.2
1992-04-17,full,valuation,74.96
1992-04-17,rolling20y,leverage,83.12
1992-04-17,rolling20y,liquidity,21.43
1992-04-17,rolling20y,valuation,94.58
1992-04-20,full,leverage,91.92
1992-04-20,full,liquidity,22.12
1992-04-20,full,valuation,74.96
1992-04-20,rolling20y,leverage,83.12
1992-04-20,rolling20y,liquidity,21.34
1992-04-20,rolling20y,valuation,94.58
1992-04-21,full,leverage,91.92
1992-04-21,full,liquidity,22.05
1992-04-21,full,valuation,74.96
1992-04-21,rolling20y,leverage,83.12
1992-04-21,rolling20y,liquidity,21.28
1992-04-21,rolling20y,valuation,94.58
1992-04-22,full,leverage,91.92
1992-04-22,full,liquidity,22.09
1992-04-22,full,valuation,74.96
1992-04-22,rolling20y,leverage,83.12
1992-04-22,rolling20y,liquidity,21.32
1992-04-22,rolling20y,valuation,94.58
1992-04-23,full,leverage,91.92
1992-04-23,full,liquidity,22.02
1992-04-23,full,valuation,74.96
1992-04-23,rolling20y,leverage,83.12
1992-04-23,rolling20y,liquidity,21.25
1992-04-23,rolling20y,valuation,94.58
1992-04-24,full,leverage,91.92
1992-04-24,full,liquidity,22.05
1992-04-24,full,valuation,74.96
1992-04-24,rolling20y,leverage,83.12
1992-04-24,rolling20y,liquidity,21.28
1992-04-24,rolling20y,valuation,94.58
1992-04-27,full,leverage,91.92
1992-04-27,full,liquidity,22.12
1992-04-27,full,valuation,74.96
1992-04-27,rolling20y,leverage,83.12
1992-04-27,rolling20y,liquidity,21.34
1992-04-27,rolling20y,valuation,94.58
1992-04-28,full,leverage,91.92
1992-04-28,full,liquidity,22.16
1992-04-28,full,valuation,74.96
1992-04-28,rolling20y,leverage,83.12
1992-04-28,rolling20y,liquidity,21.39
1992-04-28,rolling20y,valuation,94.58
1992-04-29,full,leverage,91.92
1992-04-29,full,liquidity,22.06
1992-04-29,full,valuation,74.96
1992-04-29,rolling20y,leverage,83.12
1992-04-29,rolling20y,liquidity,21.28
1992-04-29,rolling20y,valuation,94.58
1992-04-30,full,leverage,91.92
1992-04-30,full,liquidity,22.12
1992-04-30,full,valuation,74.96
1992-04-30,rolling20y,leverage,83.12
1992-04-30,rolling20y,liquidity,21.34
1992-04-30,rolling20y,valuation,94.58
1992-05-01,full,leverage,91.92
1992-05-01,full,liquidity,21.85
1992-05-01,full,valuation,75.57
1992-05-01,rolling20y,leverage,83.12
1992-05-01,rolling20y,liquidity,21.08
1992-05-01,rolling20y,valuation,94.79
1992-05-04,full,leverage,91.92
1992-05-04,full,liquidity,21.81
1992-05-04,full,valuation,75.57
1992-05-04,rolling20y,leverage,83.12
1992-05-04,rolling20y,liquidity,21.05
1992-05-04,rolling20y,valuation,94.79
1992-05-05,full,leverage,91.92
1992-05-05,full,liquidity,21.85
1992-05-05,full,valuation,75.57
1992-05-05,rolling20y,leverage,83.12
1992-05-05,rolling20y,liquidity,21.09
1992-05-05,rolling20y,valuation,94.79
1992-05-06,full,leverage,91.92
1992-05-06,full,liquidity,22.07
1992-05-06,full,valuation,75.57
1992-05-06,rolling20y,leverage,83.12
1992-05-06,rolling20y,liquidity,21.31
1992-05-06,rolling20y,valuation,94.79
1992-05-07,full,leverage,91.92
1992-05-07,full,liquidity,22.16
1992-05-07,full,valuation,75.57
1992-05-07,rolling20y,leverage,83.12
1992-05-07,rolling20y,liquidity,21.39
1992-05-07,rolling20y,valuation,94.79
1992-05-08,full,leverage,91.92
1992-05-08,full,liquidity,22.32
1992-05-08,full,valuation,75.57
1992-05-08,rolling20y,leverage,83.12
