date,window,pillar,score
2017-12-05,rolling20y,valuation,81.6
2017-12-06,full,leverage,75.79
2017-12-06,full,liquidity,43.85
2017-12-06,full,macro,74.79
2017-12-06,full,sentiment,96.45
2017-12-06,full,valuation,87.44
2017-12-06,rolling20y,leverage,67.25
2017-12-06,rolling20y,liquidity,38.37
2017-12-06,rolling20y,macro,74.79
2017-12-06,rolling20y,sentiment,95.73
2017-12-06,rolling20y,valuation,81.6
2017-12-07,full,leverage,75.63
2017-12-07,full,liquidity,43.58
2017-12-07,full,macro,72.5
2017-12-07,full,sentiment,98.92
2017-12-07,full,valuation,87.44
2017-12-07,rolling20y,leverage,67.13
2017-12-07,rolling20y,liquidity,38.22
2017-12-07,rolling20y,macro,72.5
2017-12-07,rolling20y,sentiment,98.61
2017-12-07,rolling20y,valuation,81.6
2017-12-08,full,leverage,75.71
2017-12-08,full,liquidity,43.43
2017-12-08,full,macro,71.04
2017-12-08,full,sentiment,99.79
2017-12-08,full,valuation,87.44
2017-12-08,rolling20y,leverage,67.2
2017-12-08,rolling20y,liquidity,38.11
2017-12-08,rolling20y,macro,71.04
2017-12-08,rolling20y,sentiment,99.75
2017-12-08,rolling20y,valuation,81.6
2017-12-11,full,leverage,75.88
2017-12-11,full,liquidity,43.63
2017-12-11,full,macro,74.3
2017-12-11,full,sentiment,99.94
2017-12-11,full,valuation,87.44
2017-12-11,rolling20y,leverage,67.31
2017-12-11,rolling20y,liquidity,38.27
2017-12-11,rolling20y,macro,74.3
2017-12-11,rolling20y,sentiment,99.94
2017-12-11,rolling20y,valuation,81.6
2017-12-12,full,leverage,75.99
2017-12-12,full,liquidity,43.63
2017-12-12,full,macro,76.97
2017-12-12,full,sentiment,99.32
2017-12-12,full,valuation,87.44
2017-12-12,rolling20y,leverage,67.41
2017-12-12,rolling20y,liquidity,38.27
2017-12-12,rolling20y,macro,76.97
2017-12-12,rolling20y,sentiment,99.13
2017-12-12,rolling20y,valuation,81.6
2017-12-13,full,leverage,76.14
2017-12-13,full,liquidity,46.89
2017-12-13,full,macro,78.16
2017-12-13,full,sentiment,98.79
2017-12-13,full,valuation,87.44
2017-12-13,rolling20y,leverage,67.54
2017-12-13,rolling20y,liquidity,41.53
2017-12-13,rolling20y,macro,78.16
2017-12-13,rolling20y,sentiment,98.43
2017-12-13,rolling20y,valuation,81.6
2017-12-14,full,leverage,76.27
2017-12-14,full,liquidity,47.22
2017-12-14,full,macro,80.86
2017-12-14,full,sentiment,98.07
2017-12-14,full,valuation,87.44
2017-12-14,rolling20y,leverage,67.65
2017-12-14,rolling20y,liquidity,41.71
2017-12-14,rolling20y,macro,80.86
2017-12-14,rolling20y,sentiment,97.48
2017-12-14,rolling20y,valuation,81.6
2017-12-15,full,leverage,76.48
2017-12-15,full,liquidity,47.3
2017-12-15,full,macro,79.09
2017-12-15,full,sentiment,99.9
2017-12-15,full,valuation,87.44
2017-12-15,rolling20y,leverage,67.76
2017-12-15,rolling20y,liquidity,41.75
2017-12-15,rolling20y,macro,79.09
2017-12-15,rolling20y,sentiment,99.88
2017-12-15,rolling20y,valuation,81.6
2017-12-18,full,leverage,76.38
2017-12-18,full,liquidity,47.17
2017-12-18,full,macro,76.97
2017-12-18,full,sentiment,99.79
2017-12-18,full,valuation,87.44
2017-12-18,rolling20y,leverage,67.72
2017-12-18,rolling20y,liquidity,41.71
2017-12-18,rolling20y,macro,76.97
2017-12-18,rolling20y,sentiment,99.74
2017-12-18,rolling20y,valuation,81.6
2017-12-19,full,leverage,76.38
2017-12-19,full,liquidity,46.65
2017-12-19,full,macro,75.77
2017-12-19,full,sentiment,99.1
2017-12-19,full,valuation,87.44
2017-12-19,rolling20y,leverage,67.72
2017-12-19,rolling20y,liquidity,41.39
2017-12-19,rolling20y,macro,75.77
2017-12-19,rolling20y,sentiment,98.84
2017-12-19,rolling20y,valuation,81.6
2017-12-20,full,leverage,76.27
2017-12-20,full,liquidity,41.86
2017-12-20,full,macro,74.72
2017-12-20,full,sentiment,99.62
2017-12-20,full,valuation,87.44
2017-12-20,rolling20y,leverage,67.65
2017-12-20,rolling20y,liquidity,36.77
2017-12-20,rolling20y,macro,74.72
2017-12-20,rolling20y,sentiment,99.52
2017-12-20,rolling20y,valuation,81.6
2017-12-21,full,leverage,76.58
2017-12-21,full,liquidity,42.01
2017-12-21,full,macro,74.73
2017-12-21,full,sentiment,99.69
2017-12-21,full,valuation,87.44
2017-12-21,rolling20y,leverage,67.8
2017-12-21,rolling20y,liquidity,36.77
2017-12-21,rolling20y,macro,74.73
2017-12-21,rolling20y,sentiment,99.6
2017-12-21,rolling20y,valuation,81.6
2017-12-22,full,leverage,76.58
2017-12-22,full,liquidity,42.08
2017-12-22,full,macro,72.62
2017-12-22,full,sentiment,99.31
2017-12-22,full,valuation,87.44
2017-12-22,rolling20y,leverage,67.81
2017-12-22,rolling20y,liquidity,36.75
2017-12-22,rolling20y,macro,72.62
2017-12-22,rolling20y,sentiment,99.12
2017-12-22,rolling20y,valuation,81.6
2017-12-25,full,leverage,76.58
2017-12-25,full,liquidity,42.08
2017-12-25,full,macro,72.62
2017-12-25,full,sentiment,99.31
2017-12-25,full,valuation,87.44
2017-12-25,rolling20y,leverage,67.81
2017-12-25,rolling20y,liquidity,36.75
2017-12-25,rolling20y,macro,72.62
2017-12-25,rolling20y,sentiment,99.12
2017-12-25,rolling20y,valuation,81.6
2017-12-26,full,leverage,76.68
2017-12-26,full,liquidity,42.74
2017-12-26,full,macro,69.01
2017-12-26,full,sentiment,98.55
2017-12-26,full,valuation,87.44
2017-12-26,rolling20y,leverage,67.84
2017-12-26,rolling20y,liquidity,37.28
2017-12-26,rolling20y,macro,69.01
2017-12-26,rolling20y,sentiment,98.1
2017-12-26,rolling20y,valuation,81.6
2017-12-27,full,leverage,76.95
2017-12-27,full,liquidity,42.39
2017-12-27,full,macro,69.65
2017-12-27,full,sentiment,98.0
2017-12-27,full,valuation,87.44
2017-12-27,rolling20y,leverage,67.91
2017-12-27,rolling20y,liquidity,36.86
2017-12-27,rolling20y,macro,69.65
2017-12-27,rolling20y,sentiment,97.38
2017-12-27,rolling20y,valuation,81.6
2017-12-28,full,leverage,76.94
2017-12-28,full,liquidity,42.24
2017-12-28,full,macro,68.92
2017-12-28,full,sentiment,98.7
2017-12-28,full,valuation,87.44
2017-12-28,rolling20y,leverage,67.91
2017-12-28,rolling20y,liquidity,36.76
2017-12-28,rolling20y,macro,68.92
2017-12-28,rolling20y,sentiment,98.3
2017-12-28,rolling20y,valuation,81.6
2017-12-29,full,leverage,76.81
2017-12-29,full,liquidity,42.41
2017-12-29,full,macro,69.3
2017-12-29,full,sentiment,96.21
2017-12-29,full,valuation,87.44
2017-12-29,rolling20y,leverage,67.88
2017-12-29,rolling20y,liquidity,36.87
2017-12-29,rolling20y,macro,69.3
2017-12-29,rolling20y,sentiment,95.42
2017-12-29,rolling20y,valuation,81.6
2018-01-01,full,leverage,77.04
2018-01-01,full,liquidity,41.79
2018-01-01,full,macro,69.3
2018-01-01,full,sentiment,96.21
2018-01-01,full,valuation,87.5
2018-01-01,rolling20y,leverage,67.13
2018-01-01,rolling20y,liquidity,36.32
2018-01-01,rolling20y,macro,69.3
2018-01-01,rolling20y,sentiment,95.42
2018-01-01,rolling20y,valuation,81.53
2018-01-02,full,leverage,76.91
2018-01-02,full,liquidity,41.57
2018-01-02,full,macro,68.82
2018-01-02,full,sentiment,99.55
2018-01-02,full,valuation,87.5
2018-01-02,rolling20y,leverage,67.09
2018-01-02,rolling20y,liquidity,36.19
2018-01-02,rolling20y,macro,68.82
2018-01-02,rolling20y,sentiment,99.43
2018-01-02,rolling20y,valuation,81.53
2018-01-03,full,leverage,77.04
2018-01-03,full,liquidity,42.38
2018-01-03,full,macro,70.12
2018-01-03,full,sentiment,99.97
2018-01-03,full,valuation,87.5
2018-01-03,rolling20y,leverage,67.13
2018-01-03,rolling20y,liquidity,36.92
2018-01-03,rolling20y,macro,70.12
2018-01-03,rolling20y,sentiment,99.96
2018-01-03,rolling20y,valuation,81.53
2018-01-04,full,leverage,77.29
2018-01-04,full,liquidity,42.31
2018-01-04,full,macro,71.38
2018-01-04,full,sentiment,99.94
2018-01-04,full,valuation,87.5
2018-01-04,rolling20y,leverage,67.22
2018-01-04,rolling20y,liquidity,36.86
2018-01-04,rolling20y,macro,71.38
2018-01-04,rolling20y,sentiment,99.92
2018-01-04,rolling20y,valuation,81.53
2018-01-05,full,leverage,77.17
2018-01-05,full,liquidity,42.17
2018-01-05,full,macro,74.34
2018-01-05,full,sentiment,99.94
2018-01-05,full,valuation,87.5
2018-01-05,rolling20y,leverage,67.17
2018-01-05,rolling20y,liquidity,36.76
2018-01-05,rolling20y,macro,74.34
2018-01-05,rolling20y,sentiment,99.91
2018-01-05,rolling20y,valuation,81.53
2018-01-08,full,leverage,77.41
2018-01-08,full,liquidity,42.16
2018-01-08,full,macro,71.89
2018-01-08,full,sentiment,99.75
2018-01-08,full,valuation,87.5
2018-01-08,rolling20y,leverage,67.3
2018-01-08,rolling20y,liquidity,36.78
2018-01-08,rolling20y,macro,71.89
2018-01-08,rolling20y,sentiment,99.68
2018-01-08,rolling20y,valuation,81.53
2018-01-09,full,leverage,77.41
2018-01-09,full,liquidity,41.68
2018-01-09,full,macro,74.44
2018-01-09,full,sentiment,98.86
2018-01-09,full,valuation,87.5
2018-01-09,rolling20y,leverage,67.3
2018-01-09,rolling20y,liquidity,36.45
2018-01-09,rolling20y,macro,74.44
2018-01-09,rolling20y,sentiment,98.51
2018-01-09,rolling20y,valuation,81.53
2018-01-10,full,leverage,77.56
2018-01-10,full,liquidity,41.71
2018-01-10,full,macro,77.07
2018-01-10,full,sentiment,99.39
2018-01-10,full,valuation,87.5
2018-01-10,rolling20y,leverage,67.4
2018-01-10,rolling20y,liquidity,36.49
2018-01-10,rolling20y,macro,77.07
2018-01-10,rolling20y,sentiment,99.22
2018-01-10,rolling20y,valuation,81.53
2018-01-11,full,leverage,78.32
2018-01-11,full,liquidity,41.85
2018-01-11,full,macro,72.88
2018-01-11,full,sentiment,99.31
2018-01-11,full,valuation,87.5
2018-01-11,rolling20y,leverage,68.05
2018-01-11,rolling20y,liquidity,36.59
2018-01-11,rolling20y,macro,72.88
2018-01-11,rolling20y,sentiment,99.12
2018-01-11,rolling20y,valuation,81.53
2018-01-12,full,leverage,78.52
2018-01-12,full,liquidity,41.82
2018-01-12,full,macro,72.83
2018-01-12,full,sentiment,98.68
2018-01-12,full,valuation,87.5
2018-01-12,rolling20y,leverage,68.25
2018-01-12,rolling20y,liquidity,36.56
2018-01-12,rolling20y,macro,72.83
2018-01-12,rolling20y,sentiment,98.26
2018-01-12,rolling20y,valuation,81.53
2018-01-15,full,leverage,78.52
2018-01-15,full,liquidity,41.82
2018-01-15,full,macro,72.83
2018-01-15,full,sentiment,98.68
2018-01-15,full,valuation,87.5
2018-01-15,rolling20y,leverage,68.25
2018-01-15,rolling20y,liquidity,36.56
2018-01-15,rolling20y,macro,72.83
2018-01-15,rolling20y,sentiment,98.26
2018-01-15,rolling20y,valuation,81.53
2018-01-16,full,leverage,78.95
2018-01-16,full,liquidity,42.24
2018-01-16,full,macro,78.52
2018-01-16,full,sentiment,91.48
2018-01-16,full,valuation,87.5
2018-01-16,rolling20y,leverage,68.69
2018-01-16,rolling20y,liquidity,36.86
2018-01-16,rolling20y,macro,78.52
2018-01-16,rolling20y,sentiment,91.45
2018-01-16,rolling20y,valuation,81.53
2018-01-17,full,leverage,78.95
2018-01-17,full,liquidity,41.41
2018-01-17,full,macro,80.06
2018-01-17,full,sentiment,89.69
2018-01-17,full,valuation,87.5
2018-01-17,rolling20y,leverage,68.69
2018-01-17,rolling20y,liquidity,36.05
2018-01-17,rolling20y,macro,80.06
2018-01-17,rolling20y,sentiment,90.05
2018-01-17,rolling20y,valuation,81.53
2018-01-18,full,leverage,79.29
2018-01-18,full,liquidity,40.91
2018-01-18,full,macro,81.38
2018-01-18,full,sentiment,87.08
2018-01-18,full,valuation,87.5
2018-01-18,rolling20y,leverage,69.02
2018-01-18,rolling20y,liquidity,35.68
2018-01-18,rolling20y,macro,81.38
2018-01-18,rolling20y,sentiment,87.96
2018-01-18,rolling20y,valuation,81.53
2018-01-19,full,leverage,79.29
2018-01-19,full,liquidity,40.69
2018-01-19,full,macro,78.31
2018-01-19,full,sentiment,94.67
2018-01-19,full,valuation,87.5
2018-01-19,rolling20y,leverage,69.02
2018-01-19,rolling20y,liquidity,35.51
2018-01-19,rolling20y,macro,78.31
2018-01-19,rolling20y,sentiment,94.04
2018-01-19,rolling20y,valuation,81.53
2018-01-22,full,leverage,79.29
2018-01-22,full,liquidity,40.6
2018-01-22,full,macro,79.77
2018-01-22,full,sentiment,96.1
2018-01-22,full,valuation,87.5
2018-01-22,rolling20y,leverage,69.03
2018-01-22,rolling20y,liquidity,35.43
2018-01-22,rolling20y,macro,79.77
2018-01-22,rolling20y,sentiment,95.24
2018-01-22,rolling20y,valuation,81.53
2018-01-23,full,leverage,79.29
2018-01-23,full,liquidity,40.81
2018-01-23,full,macro,78.49
2018-01-23,full,sentiment,95.78
2018-01-23,full,valuation,87.5
2018-01-23,rolling20y,leverage,69.03
2018-01-23,rolling20y,liquidity,35.59
2018-01-23,rolling20y,macro,78.49
2018-01-23,rolling20y,sentiment,94.94
2018-01-23,rolling20y,valuation,81.53
2018-01-24,full,leverage,79.12
2018-01-24,full,liquidity,39.75
2018-01-24,full,macro,76.84
2018-01-24,full,sentiment,93.15
2018-01-24,full,valuation,87.5
2018-01-24,rolling20y,leverage,68.86
2018-01-24,rolling20y,liquidity,34.56
2018-01-24,rolling20y,macro,76.84
2018-01-24,rolling20y,sentiment,92.79
2018-01-24,rolling20y,valuation,81.53
2018-01-25,full,leverage,79.67
2018-01-25,full,liquidity,39.93
2018-01-25,full,macro,78.79
2018-01-25,full,sentiment,92.19
2018-01-25,full,valuation,87.5
2018-01-25,rolling20y,leverage,69.33
2018-01-25,rolling20y,liquidity,34.67
2018-01-25,rolling20y,macro,78.79
2018-01-25,rolling20y,sentiment,91.94
2018-01-25,rolling20y,valuation,81.53
2018-01-26,full,leverage,79.79
2018-01-26,full,liquidity,39.85
2018-01-26,full,macro,81.81
2018-01-26,full,sentiment,95.92
2018-01-26,full,valuation,87.5
2018-01-26,rolling20y,leverage,69.44
2018-01-26,rolling20y,liquidity,34.53
2018-01-26,rolling20y,macro,81.81
2018-01-26,rolling20y,sentiment,95.06
2018-01-26,rolling20y,valuation,81.53
2018-01-29,full,leverage,79.92
2018-01-29,full,liquidity,39.38
2018-01-29,full,macro,82.47
2018-01-29,full,sentiment,73.48
2018-01-29,full,valuation,87.5
2018-01-29,rolling20y,leverage,69.56
2018-01-29,rolling20y,liquidity,34.27
2018-01-29,rolling20y,macro,82.47
2018-01-29,rolling20y,sentiment,75.7
2018-01-29,rolling20y,valuation,81.53
2018-01-30,full,leverage,79.92
2018-01-30,full,liquidity,39.18
2018-01-30,full,macro,83.24
2018-01-30,full,sentiment,66.96
2018-01-30,full,valuation,87.5
2018-01-30,rolling20y,leverage,69.57
2018-01-30,rolling20y,liquidity,34.13
2018-01-30,rolling20y,macro,83.24
2018-01-30,rolling20y,sentiment,69.8
2018-01-30,rolling20y,valuation,81.53
2018-01-31,full,leverage,80.28
2018-01-31,full,liquidity,38.85
2018-01-31,full,macro,83.96
2018-01-31,full,sentiment,75.69
2018-01-31,full,valuation,87.5
2018-01-31,rolling20y,leverage,69.74
2018-01-31,rolling20y,liquidity,33.71
2018-01-31,rolling20y,macro,83.96
2018-01-31,rolling20y,sentiment,77.71
2018-01-31,rolling20y,valuation,81.53
2018-02-01,full,leverage,76.84
2018-02-01,full,liquidity,38.0
2018-02-01,full,macro,85.39
2018-02-01,full,sentiment,76.27
2018-02-01,full,valuation,87.46
2018-02-01,rolling20y,leverage,66.32
2018-02-01,rolling20y,liquidity,33.11
2018-02-01,rolling20y,macro,85.39
2018-02-01,rolling20y,sentiment,78.24
2018-02-01,rolling20y,valuation,81.08
2018-02-02,full,leverage,76.61
2018-02-02,full,liquidity,37.48
2018-02-02,full,macro,83.54
2018-02-02,full,sentiment,50.78
2018-02-02,full,valuation,87.46
2018-02-02,rolling20y,leverage,66.23
2018-02-02,rolling20y,liquidity,32.87
2018-02-02,rolling20y,macro,83.54
2018-02-02,rolling20y,sentiment,56.47
2018-02-02,rolling20y,valuation,81.08
2018-02-05,full,leverage,75.97
2018-02-05,full,liquidity,37.88
2018-02-05,full,macro,75.5
2018-02-05,full,sentiment,3.13
2018-02-05,full,valuation,87.46
2018-02-05,rolling20y,leverage,65.76
2018-02-05,rolling20y,liquidity,33.2
2018-02-05,rolling20y,macro,75.5
2018-02-05,rolling20y,sentiment,4.36
2018-02-05,rolling20y,valuation,81.08
2018-02-06,full,leverage,76.21
2018-02-06,full,liquidity,37.83
2018-02-06,full,macro,84.4
2018-02-06,full,sentiment,8.26
2018-02-06,full,valuation,87.46
2018-02-06,rolling20y,leverage,65.92
2018-02-06,rolling20y,liquidity,33.16
2018-02-06,rolling20y,macro,84.4
2018-02-06,rolling20y,sentiment,10.63
2018-02-06,rolling20y,valuation,81.08
2018-02-07,full,leverage,76.08
2018-02-07,full,liquidity,38.53
2018-02-07,full,macro,80.49
2018-02-07,full,sentiment,11.64
2018-02-07,full,valuation,87.46
2018-02-07,rolling20y,leverage,65.85
2018-02-07,rolling20y,liquidity,33.87
2018-02-07,rolling20y,macro,80.49
2018-02-07,rolling20y,sentiment,14.5
2018-02-07,rolling20y,valuation,81.08
2018-02-08,full,leverage,75.97
2018-02-08,full,liquidity,38.35
2018-02-08,full,macro,76.15
2018-02-08,full,sentiment,4.95
2018-02-08,full,valuation,87.46
2018-02-08,rolling20y,leverage,65.76
2018-02-08,rolling20y,liquidity,33.77
2018-02-08,rolling20y,macro,76.15
2018-02-08,rolling20y,sentiment,6.66
2018-02-08,rolling20y,valuation,81.08
2018-02-09,full,leverage,75.27
2018-02-09,full,liquidity,38.15
2018-02-09,full,macro,78.23
2018-02-09,full,sentiment,9.38
2018-02-09,full,valuation,87.46
2018-02-09,rolling20y,leverage,65.06
2018-02-09,rolling20y,liquidity,33.7
2018-02-09,rolling20y,macro,78.23
2018-02-09,rolling20y,sentiment,11.88
2018-02-09,rolling20y,valuation,81.08
2018-02-12,full,leverage,75.83
2018-02-12,full,liquidity,38.42
2018-02-12,full,macro,81.36
2018-02-12,full,sentiment,15.9
2018-02-12,full,valuation,87.46
2018-02-12,rolling20y,leverage,65.62
2018-02-12,rolling20y,liquidity,33.92
2018-02-12,rolling20y,macro,81.36
2018-02-12,rolling20y,sentiment,19.79
2018-02-12,rolling20y,valuation,81.08
2018-02-13,full,leverage,74.84
2018-02-13,full,liquidity,38.59
2018-02-13,full,macro,81.3
2018-02-13,full,sentiment,17.6
2018-02-13,full,valuation,87.46
2018-02-13,rolling20y,leverage,64.64
2018-02-13,rolling20y,liquidity,34.02
2018-02-13,rolling20y,macro,81.3
2018-02-13,rolling20y,sentiment,21.99
2018-02-13,rolling20y,valuation,81.08
2018-02-14,full,leverage,75.47
2018-02-14,full,liquidity,38.71
2018-02-14,full,macro,78.81
2018-02-14,full,sentiment,41.1
2018-02-14,full,valuation,87.46
2018-02-14,rolling20y,leverage,65.28
2018-02-14,rolling20y,liquidity,34.2
2018-02-14,rolling20y,macro,78.81
2018-02-14,rolling20y,sentiment,47.17
2018-02-14,rolling20y,valuation,81.08
2018-02-15,full,leverage,75.97
2018-02-15,full,liquidity,38.87
2018-02-15,full,macro,82.19
2018-02-15,full,sentiment,41.71
2018-02-15,full,valuation,87.46
2018-02-15,rolling20y,leverage,65.78
2018-02-15,rolling20y,liquidity,34.3
2018-02-15,rolling20y,macro,82.19
2018-02-15,rolling20y,sentiment,47.78
2018-02-15,rolling20y,valuation,81.08
2018-02-16,full,leverage,75.47
2018-02-16,full,liquidity,39.41
2018-02-16,full,macro,81.66
2018-02-16,full,sentiment,40.12
2018-02-16,full,valuation,87.46
2018-02-16,rolling20y,leverage,65.29
2018-02-16,rolling20y,liquidity,34.67
2018-02-16,rolling20y,macro,81.66
2018-02-16,rolling20y,sentiment,46.15
2018-02-16,rolling20y,valuation,81.08
2018-02-19,full,leverage,75.47
2018-02-19,full,liquidity,39.41
2018-02-19,full,macro,81.66
2018-02-19,full,sentiment,40.12
2018-02-19,full,valuation,87.46
2018-02-19,rolling20y,leverage,65.29
2018-02-19,rolling20y,liquidity,34.67
2018-02-19,rolling20y,macro,81.66
2018-02-19,rolling20y,sentiment,46.15
2018-02-19,rolling20y,valuation,81.08
2018-02-20,full,leverage,75.26
2018-02-20,full,liquidity,39.68
2018-02-20,full,macro,81.61
2018-02-20,full,sentiment,34.55
2018-02-20,full,valuation,87.46
2018-02-20,rolling20y,leverage,65.07
2018-02-20,rolling20y,liquidity,34.88
2018-02-20,rolling20y,macro,81.61
2018-02-20,rolling20y,sentiment,40.93
2018-02-20,rolling20y,valuation,81.08
2018-02-21,full,leverage,75.26
2018-02-21,full,liquidity,38.06
2018-02-21,full,macro,82.92
2018-02-21,full,sentiment,37.29
2018-02-21,full,valuation,87.46
2018-02-21,rolling20y,leverage,65.07
2018-02-21,rolling20y,liquidity,33.4
2018-02-21,rolling20y,macro,82.92
2018-02-21,rolling20y,sentiment,43.44
2018-02-21,rolling20y,valuation,81.08
2018-02-22,full,leverage,75.03
2018-02-22,full,liquidity,38.14
2018-02-22,full,macro,83.83
2018-02-22,full,sentiment,43.44
2018-02-22,full,valuation,87.46
2018-02-22,rolling20y,leverage,64.84
2018-02-22,rolling20y,liquidity,33.46
2018-02-22,rolling20y,macro,83.83
2018-02-22,rolling20y,sentiment,49.4
2018-02-22,rolling20y,valuation,81.08
2018-02-23,full,leverage,75.03
2018-02-23,full,liquidity,38.54
2018-02-23,full,macro,84.77
2018-02-23,full,sentiment,55.91
2018-02-23,full,valuation,87.46
2018-02-23,rolling20y,leverage,64.85
2018-02-23,rolling20y,liquidity,33.74
2018-02-23,rolling20y,macro,84.77
2018-02-23,rolling20y,sentiment,60.51
2018-02-23,rolling20y,valuation,81.08
2018-02-26,full,leverage,74.62
2018-02-26,full,liquidity,38.69
2018-02-26,full,macro,88.37
2018-02-26,full,sentiment,60.64
2018-02-26,full,valuation,87.46
2018-02-26,rolling20y,leverage,64.44
2018-02-26,rolling20y,liquidity,33.93
2018-02-26,rolling20y,macro,88.37
2018-02-26,rolling20y,sentiment,64.14
2018-02-26,rolling20y,valuation,81.08
2018-02-27,full,leverage,74.82
2018-02-27,full,liquidity,38.54
2018-02-27,full,macro,88.77
2018-02-27,full,sentiment,44.23
2018-02-27,full,valuation,87.46
2018-02-27,rolling20y,leverage,64.64
2018-02-27,rolling20y,liquidity,33.74
2018-02-27,rolling20y,macro,88.77
2018-02-27,rolling20y,sentiment,50.19
2018-02-27,rolling20y,valuation,81.08
2018-02-28,full,leverage,75.03
2018-02-28,full,liquidity,38.66
2018-02-28,full,macro,89.22
2018-02-28,full,sentiment,38.03
2018-02-28,full,valuation,87.46
2018-02-28,rolling20y,leverage,64.86
2018-02-28,rolling20y,liquidity,33.84
2018-02-28,rolling20y,macro,89.22
2018-02-28,rolling20y,sentiment,44.24
2018-02-28,rolling20y,valuation,81.08
2018-03-01,full,leverage,73.27
2018-03-01,full,liquidity,39.42
2018-03-01,full,macro,85.66
2018-03-01,full,sentiment,26.44
2018-03-01,full,valuation,87.69
2018-03-01,rolling20y,leverage,63.19
2018-03-01,rolling20y,liquidity,35.06
2018-03-01,rolling20y,macro,85.66
2018-03-01,rolling20y,sentiment,32.32
2018-03-01,rolling20y,valuation,81.32
2018-03-02,full,leverage,73.27
2018-03-02,full,liquidity,39.13
2018-03-02,full,macro,83.55
2018-03-02,full,sentiment,39.32
2018-03-02,full,valuation,87.69
2018-03-02,rolling20y,leverage,63.19
2018-03-02,rolling20y,liquidity,34.89
2018-03-02,rolling20y,macro,83.55
2018-03-02,rolling20y,sentiment,45.32
2018-03-02,rolling20y,valuation,81.32
2018-03-05,full,leverage,73.27
2018-03-05,full,liquidity,39.08
2018-03-05,full,macro,82.65
2018-03-05,full,sentiment,43.41
2018-03-05,full,valuation,87.69
2018-03-05,rolling20y,leverage,63.2
2018-03-05,rolling20y,liquidity,34.96
2018-03-05,rolling20y,macro,82.65
2018-03-05,rolling20y,sentiment,49.3
2018-03-05,rolling20y,valuation,81.32
2018-03-06,full,leverage,72.83
2018-03-06,full,liquidity,39.03
2018-03-06,full,macro,79.82
2018-03-06,full,sentiment,45.46
2018-03-06,full,valuation,87.69
2018-03-06,rolling20y,leverage,62.89
2018-03-06,rolling20y,liquidity,34.89
2018-03-06,rolling20y,macro,79.82
2018-03-06,rolling20y,sentiment,51.38
2018-03-06,rolling20y,valuation,81.32
2018-03-07,full,leverage,72.58
2018-03-07,full,liquidity,39.21
2018-03-07,full,macro,80.51
2018-03-07,full,sentiment,48.44
2018-03-07,full,valuation,87.69
2018-03-07,rolling20y,leverage,62.8
2018-03-07,rolling20y,liquidity,35.11
2018-03-07,rolling20y,macro,80.51
2018-03-07,rolling20y,sentiment,54.25
2018-03-07,rolling20y,valuation,81.32
2018-03-08,full,leverage,72.44
2018-03-08,full,liquidity,39.5
2018-03-08,full,macro,82.43
2018-03-08,full,sentiment,55.65
2018-03-08,full,valuation,87.69
2018-03-08,rolling20y,leverage,62.76
2018-03-08,rolling20y,liquidity,35.26
2018-03-08,rolling20y,macro,82.43
2018-03-08,rolling20y,sentiment,60.24
2018-03-08,rolling20y,valuation,81.32
2018-03-09,full,leverage,72.58
2018-03-09,full,liquidity,39.16
2018-03-09,full,macro,84.87
2018-03-09,full,sentiment,68.12
2018-03-09,full,valuation,87.69
2018-03-09,rolling20y,leverage,62.81
2018-03-09,rolling20y,liquidity,35.03
2018-03-09,rolling20y,macro,84.87
2018-03-09,rolling20y,sentiment,70.68
2018-03-09,rolling20y,valuation,81.32
2018-03-12,full,leverage,72.33
2018-03-12,full,liquidity,39.74
2018-03-12,full,macro,84.84
2018-03-12,full,sentiment,60.79
2018-03-12,full,valuation,87.69
2018-03-12,rolling20y,leverage,62.72
2018-03-12,rolling20y,liquidity,35.47
2018-03-12,rolling20y,macro,84.84
2018-03-12,rolling20y,sentiment,64.22
2018-03-12,rolling20y,valuation,81.32
2018-03-13,full,leverage,72.23
2018-03-13,full,liquidity,40.1
2018-03-13,full,macro,81.32
2018-03-13,full,sentiment,56.84
2018-03-13,full,valuation,87.69
2018-03-13,rolling20y,leverage,62.69
2018-03-13,rolling20y,liquidity,35.79
2018-03-13,rolling20y,macro,81.32
2018-03-13,rolling20y,sentiment,61.15
2018-03-13,rolling20y,valuation,81.32
2018-03-14,full,leverage,72.23
2018-03-14,full,liquidity,39.88
2018-03-14,full,macro,82.45
2018-03-14,full,sentiment,51.36
2018-03-14,full,valuation,87.69
2018-03-14,rolling20y,leverage,62.69
2018-03-14,rolling20y,liquidity,35.47
2018-03-14,rolling20y,macro,82.45
2018-03-14,rolling20y,sentiment,56.74
2018-03-14,rolling20y,valuation,81.32
2018-03-15,full,leverage,72.13
2018-03-15,full,liquidity,40.0
2018-03-15,full,macro,84.72
2018-03-15,full,sentiment,55.36
2018-03-15,full,valuation,87.69
2018-03-15,rolling20y,leverage,62.65
2018-03-15,rolling20y,liquidity,35.54
2018-03-15,rolling20y,macro,84.72
2018-03-15,rolling20y,sentiment,59.94
2018-03-15,rolling20y,valuation,81.32
2018-03-16,full,leverage,72.33
2018-03-16,full,liquidity,39.87
2018-03-16,full,macro,80.32
2018-03-16,full,sentiment,60.68
2018-03-16,full,valuation,87.69
2018-03-16,rolling20y,leverage,62.74
2018-03-16,rolling20y,liquidity,35.45
